משפחה,תאור מחסן,מחסן,כמות,מק'ט
67.0,מחסן ראשי,Main,8.0,67310979SUPERMA
67.0,מחסן ראשי,Main,11.0,67310981SUPERMA
67.0,מחסן ראשי,Main,1.0,67310983LPR
67.0,מחסן ראשי,Main,1.0,67310989LPR
67.0,מחסן ראשי,Main,27.0,67310991SUPERMA
67.0,מחסן ראשי,Main,0.0,67320497LPR
67.0,מחסן ראשי,Main,0.0,67321199LPR
67.0,מחסן פגומים,06,1.0,67370701LPR
67.0,מחסן פגומים,06,1.0,67370703SUPERMA
67.0,מחסן ראשי,Main,1.0,67371509SUPERMA
67.0,מחסן ראשי,Main,1.0,67371511LPR
67.0,מחסן ראשי,Main,2.0,67371513SUPERMA
67.0,מחסן ראשי,Main,0.0,67371517LPR
67.0,מחסן ראשי,Main,2.0,67371519SUPERMA
67.0,מחסן ראשי,Main,1.0,67371521SUPERMA
67.0,מחסן פגומים,06,2.0,67391225LPR
67.0,מחסן ראשי,Main,2.0,67391225LPR
67.0,מחסן ראשי,Main,1.0,67391327LPR
67.0,מחסן ראשי,Main,2.0,67391329LPR
67.0,מחסן ראשי,Main,2.0,67391331SUPERMA
67.0,מחסן ראשי,Main,1.0,67391333SUPERMA
67.0,מחסן ראשי,Main,1.0,67391335LPR
67.0,מחסן ראשי,Main,1.0,67391337LPR
67.0,מחסן ראשי,Main,1.0,67391945SUPERMA
67.0,מחסן ראשי,Main,2.0,67451151LPR
67.0,מחסן ראשי,Main,2.0,67451253LPR
67.0,מחסן בירורים,05,5.0,67451253LPR
67.0,מחסן פגומים,06,8.0,67451253LPR
67.0,מחסן ראשי,Main,1.0,67480757LPR
67.0,מחסן ראשי,Main,2.0,67491263SUPERMA
64.0,מחסן ראשי,Main,5.0,67492355LPR
67.0,מחסן ראשי,Main,6.0,67550267SUPERMA
67.0,מחסן בירורים,05,5.0,67550569SUPERMA
67.0,מחסן פגומים,06,1.0,67551271LPR
67.0,מחסן ראשי,Main,3.0,67551271LPR
67.0,מחסן ראשי,Main,6.0,67551900LPR
67.0,מחסן ראשי,Main,0.0,67552073LPR
67.0,מחסן ראשי,Main,3.0,67580175LPR
67.0,מחסן ראשי,Main,1.0,67580177LPR
67.0,מחסן ראשי,Main,8.0,67580179LPR
67.0,מחסן ראשי,Main,12.0,67580583LPR
67.0,מחסן ראשי,Main,0.0,67610187LPR
67.0,מחסן ראשי,Main,1.0,67610189LPR
67.0,מחסן ראשי,Main,2.0,67640391LPR
67.0,מחסן ראשי,Main,8.0,67641297LPR
67.0,מחסן ראשי,Main,1.0,67641301LPR
67.0,מחסן ראשי,Main,0.0,67641507LPR
67.0,מחסן ראשי,Main,2.0,67680204LPR
67.0,מחסן ראשי,Main,4.0,67680611SUPERMA
67.0,מחסן ראשי,Main,2.0,67681300LPR
67.0,מחסן פגומים,06,1.0,67681302LPR
67.0,מחסן ראשי,Main,1.0,67681302LPR
67.0,מחסן ראשי,Main,1.0,67761329LPR
67.0,מחסן ראשי,Main,0.0,67761331LPR
67.0,מחסן ראשי,Main,0.0,67780143LPR
67.0,מחסן ראשי,Main,1.0,67780351LPR
