מק'ט,תאור מוצר,מספר יצרן,סטטוס,מלאי זמין,הזמנות מסגרת רכש,הזמנות רכש פתוחות,הזמנות מסגרת לקוח,הז. לקוח פתוחות,קריאות שירות פתוחות,מלאי צפוי,נמכר בחודש נוכחי,סטטוס קצב מכירות,מק'ט מוצר משלים,מוצר משלים,נמכר בחודש הקודם,נמכר לפני חודשיים,נמכר לפני 3 חודשים,יח',מחיר אחרון,מטבע
50491621GSP,תושבת מנוע אח פג'רו 01+,513337,פעיל,40.000,0.000,0.000,0.000,10.000,0.000,30.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50491622GSP,תושבת מנוע אח ימין פג'רו 01+,513338,פעיל,27.000,0.000,0.000,0.000,47.000,0.000,-20.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50491651GSP,תושבת מנוע אח פג'רו דיזל עד 00,514455,פעיל,0.000,0.000,0.000,0.000,4.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50491653GSP,תושבת מנוע ימין+שמאל פג'רו 01-06,513335,פעיל,0.000,0.000,0.000,0.000,60.000,0.000,-60.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50550355GSP,תושבת מנוע אח אקסטרייל 01+,514378,פעיל,38.000,0.000,0.000,0.000,56.000,0.000,-18.00,10.00,,,,0.00,0.00,0.00,יח',0.00,
50550357GSP,תושבת מנוע ימין אקסטרייל 01+,513396,פעיל,98.000,0.000,0.000,0.000,12.000,0.000,86.00,1.00,,,,0.00,0.00,0.00,יח',0.00,
50550706GSP,תושבת מנוע ימין טידה,513501,פעיל,0.000,0.000,0.000,0.000,15.000,0.000,-15.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50550902GSP,תושבת דריישפט טרנו/ווינר 4X2/פיק אפ,513565,פעיל,3.000,0.000,0.000,0.000,16.000,0.000,-13.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50550959GSP,תושבת מנוע ימין טרנו,514478,פעיל,10.000,0.000,0.000,0.000,30.000,0.000,-20.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50550961GSP,תושבת מנוע שמאל טידה,514612,פעיל,0.000,0.000,0.000,0.000,54.000,0.000,-54.00,44.00,,,,0.00,0.00,0.00,יח',0.00,
50550963GSP,תושבת מנוע שמאל טרנו דיזל,514479,פעיל,2.000,0.000,0.000,0.000,23.000,0.000,-21.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50550965GSP,תושבת גיר טרנו/ווינר 4X4,514682,פעיל,30.000,0.000,0.000,0.000,19.000,0.000,11.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50551212GSP,תושבת מנוע ימין מיקרה 11+,532308,פעיל,6.000,0.000,0.000,0.000,32.000,0.000,-26.00,0.00,,,,0.00,0.00,0.00,יח',20.82,$
50551213GSP,תושבת מנוע ימין מיקרה 11+,531719,פעיל,15.000,0.000,0.000,0.000,14.000,0.000,1.00,2.00,,,,0.00,3.00,2.00,יח',0.00,$
50551267GSP,תושבת מנוע אח מיקרה עד 10/מגאן 04+ משקפיים,520217,פעיל,36.000,0.000,0.000,0.000,44.000,0.000,-8.00,0.00,,,,3.00,6.00,0.00,יח',0.00,
50551268GSP,תושבת מנוע אח מיקרה 11+,531320,פעיל,15.000,0.000,0.000,0.000,11.000,0.000,4.00,0.00,,,,2.00,1.00,4.00,יח',0.00,$
50551269GSP,תושבת מנוע ימין מיקרה 05-10/נוט,514766,פעיל,2.000,0.000,0.000,0.000,18.000,0.000,-16.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50551400GSP,תושבת מנוע אח נברה,514589,פעיל,18.000,0.000,0.000,0.000,71.000,0.000,-53.00,42.00,,,,1.00,0.00,0.00,יח',0.00,
50551484GSP,תושבת מנוע שמאל+ימין קד נברה 07+,514588,פעיל,0.000,0.000,0.000,0.000,8.000,0.000,-8.00,7.00,,,,0.00,0.00,0.00,יח',0.00,
50551911GSP,תושבת מנוע שמאל קשקאי 14+,537697,פעיל,37.000,0.000,0.000,0.000,14.000,0.000,23.00,0.00,,,,0.00,0.00,0.00,יח',5.15,$
50551914GSP,תושבת מנוע אח קשקאי 14+/אקסטרייל 14+/קדג'אר 15+,533071,פעיל,3.000,0.000,0.000,0.000,12.000,0.000,-9.00,1.00,,,,3.00,2.00,2.00,יח',9.45,$
50551919GSP,תושבת מנוע אח קשקאי 13+/אקסטרייל 14+/קדג'אר 17+,537838,פעיל,35.000,0.000,0.000,0.000,16.000,0.000,19.00,4.00,,,,1.00,1.00,0.00,יח',8.42,$
50551927GSP,תושבת מנוע שמאל קשקאי מושלמת,531715,פעיל,1.000,0.000,32.000,0.000,39.000,0.000,-6.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50551928GSP,תושבת מנוע שמאל קשקאי בוקסה יושב בתוך 531715,531475,פעיל,0.000,0.000,0.000,0.000,17.000,0.000,-17.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50551971GSP,תושבת מנוע שמאל קשקאי 08+/ג'וק 10+,519484,פעיל,0.000,0.000,0.000,0.000,8.000,0.000,-8.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50551973GSP,תושבת מנוע ימין קשקאי עד 10/ג'וק 10+,519483,פעיל,1.000,0.000,32.000,0.000,42.000,0.000,-9.00,0.00,,,,-1.00,1.00,1.00,יח',0.00,$
50551975GSP,תושבת מנוע שמאל קשקאי 08-10,514617,פעיל,173.000,0.000,0.000,0.000,12.000,0.000,161.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50551977GSP,תושבת מנוע אח קשקאי 08+/ג'וק 10+ משקפיים,519485,פעיל,16.000,0.000,0.000,0.000,32.000,0.000,-16.00,1.00,,,,2.00,3.00,2.00,יח',0.00,$
50551979GSP,תושבת מנוע ימין ג'וק 10+/קשקאי 11+,519482,פעיל,64.000,0.000,0.000,0.000,28.000,0.000,36.00,-1.00,,,,2.00,2.00,0.00,יח',0.00,
50551998GSP,תושבת ימין קשקאי מ13,538498,פעיל,0.000,0.000,30.000,0.000,2.000,0.000,28.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50552081GSP,תושבת מנוע קד אלמרה פרפקט אלומיניום,513390,פעיל,1.000,0.000,0.000,0.000,14.000,0.000,-13.00,4.00,,,,0.00,0.00,0.00,יח',0.00,
50552083GSP,תושבת מנוע ימין אלמרה פרפקט,514337,פעיל,1.000,0.000,0.000,0.000,12.000,0.000,-11.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50552085GSP,תושבת מנוע שמאל אלמרה פרפקט,513752,פעיל,1.000,0.000,0.000,0.000,21.000,0.000,-20.00,10.00,,,,0.00,0.00,0.00,יח',0.00,
50552087GSP,תושבת מנוע אח אלמרה פרפקט,511236,פעיל,23.000,0.000,0.000,0.000,15.000,0.000,8.00,0.00,,,,1.00,0.00,0.00,יח',0.00,
50552622GSP,תושבת מנוע שמאל אקו מיקרה 11+/נוט 13+,531703,פעיל,27.000,0.000,0.000,0.000,9.000,0.000,18.00,0.00,,,,0.00,2.00,1.00,יח',0.00,$
50570104GSP,תושבת מנוע ימין אוקטביה 13+/גולף 13+/גולף 13 A3/+14+,532872,פעיל,0.000,0.000,0.000,0.000,9.000,0.000,-9.00,0.00,VVV,,,0.00,0.00,0.00,יח',0.00,$
50580101GSP,תושבת גיר אוקטביה 05+ דיזל 1.9 2.0/גולף/ג'טה,512349,פעיל,18.000,0.000,0.000,0.000,13.000,0.000,5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50580103GSP,תושבת מנוע ימין אוקטביה 05+ דיזל/גולף/ג'טה/A3/יטי/סופרב,512342,פעיל,5.000,0.000,0.000,0.000,44.000,0.000,-39.00,21.00,,,,1.00,0.00,3.00,יח',0.00,
50580105GSP,תושבת מנוע שמאל אוקטביה 05+ בנזין/גולף/ג'טה/A3/יטי/סופרב,512350,פעיל,5.000,0.000,0.000,0.000,147.000,0.000,-142.00,125.00,,,,0.00,0.00,1.00,יח',0.00,
50580107GSP,תושבת מנוע שמאל אוקטביה 05+ בנזין/גולף/ג'טה/A3/יטי/סופרב,510336,פעיל,1.000,0.000,0.000,0.000,10.000,0.000,-9.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50580109GSP,תושבת מנוע אח אוקטביה 05+ בנזין/גולף/לאון/A3,512221,פעיל,11.000,0.000,0.000,0.000,211.000,0.000,-200.00,88.00,,,,0.00,0.00,1.00,יח',0.00,
50580111GSP,תושבת מנוע שמאל אוקטביה 05+ דיזל/גולף/ג'טה/A3/יטי/סופרב,512351,פעיל,0.000,0.000,0.000,0.000,28.000,0.000,-28.00,15.00,,,,1.00,0.00,0.00,יח',0.00,
50580113GSP,תושבת מנוע אח אוקטביה 05+ דיזל/גולף/לאון/A3,512222,פעיל,1.000,0.000,0.000,0.000,10.000,0.000,-9.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50580115GSP,תושבת מנוע ימין אוקטביה 05+ דיזל/גולף/ג'טה/A3/יטי/סופרב,513880,פעיל,0.000,0.000,0.000,0.000,13.000,0.000,-13.00,19.00,,,,0.00,0.00,0.00,יח',0.00,
50580117GSP,תושבת מנוע שמאל אוקטביה 05+ דיזל/גולף/ג'טה/A3/יטי/סופרב,513829,פעיל,62.000,0.000,0.000,0.000,74.000,0.000,-12.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50580119GSP,תושבת מנוע שמאל אוקטביה 05+ דיזל/גולף/ג'טה/A3/יטי/סופרב,512348,פעיל,1.000,0.000,0.000,0.000,7.000,0.000,-6.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50580122GSP,תושבת מנוע שמאל אוקטביה 05+ בנזין/גולף/ג'טה/A3/יטי/סופרב,530432,פעיל,0.000,0.000,0.000,0.000,13.000,0.000,-13.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50580128GSP,תושבת מנוע ימין אוקטביה 05+ בנזין/גולף/ג'טה/A3/יטי/סופרב,512341,פעיל,-1.000,0.000,0.000,0.000,9.000,0.000,-10.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50580129GSP,תושבת מנוע אח אוקטביה 05+ בנזין/גולף/לאון/A3,530433,פעיל,0.000,0.000,0.000,0.000,31.000,0.000,-31.00,16.00,,,,0.00,0.00,0.00,יח',0.00,
50580132GSP,תושבת מנוע שמאל אוקטביה 13+/גולף/לאון/A3/סופרב 16+/פסאט 15+,531405,פעיל,0.000,0.000,0.000,0.000,50.000,0.000,-50.00,0.00,VVV,,,0.00,0.00,0.00,יח',0.00,$
50580133GSP,תושבת מנוע ימין אוקטביה 05+ בנזין/גולף/ג'טה/A3/יטי/סופרב,532729,פעיל,0.000,0.000,0.000,0.000,10.000,0.000,-10.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50580135GSP,תושבת מנוע שמאל אוקטביה 13+/גולף/לאון/A3/סופרב 16+/פסאט 15+,531406,פעיל,12.000,0.000,0.000,0.000,35.000,0.000,-23.00,1.00,,,,1.00,1.00,0.00,יח',18.41,$
50580139GSP,תושבת מנוע ימין אוקטביה 05+ דיזל/גולף/ג'טה/A3/יטי/סופרב,531750,פעיל,0.000,0.000,0.000,0.000,8.000,0.000,-8.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50580142GSP,תושבת מנוע בוקסה אוקטביה 05+/גולף 05+ עגול ללא הברגה,510337,פעיל,0.000,0.000,0.000,0.000,13.000,0.000,-13.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50580171GSP,תושבת מנוע בוקסה אוקטביה 05+/גולף 05+ עגול עם הברגה,512232,פעיל,0.000,0.000,0.000,0.000,19.000,0.000,-19.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50580174GSP,תושבת מנוע בוקסה אוקטביה 05+/גולף 05+ עגול ללא הברגה,512233,פעיל,3.000,0.000,0.000,0.000,40.000,0.000,-37.00,20.00,,,,0.00,3.00,0.00,יח',0.00,
50580189GSP,תושבת מנוע אח אוקטביה עד 04 בנזין/גולף/בורה/A3 פטיש,510060,פעיל,0.000,0.000,0.000,0.000,121.000,0.000,-121.00,51.00,,,,0.00,2.00,0.00,יח',0.00,
50580191GSP,תושבת מנוע ימין אוקטביה עד 04/גולף עד 04/בורה,510053,פעיל,0.000,0.000,0.000,0.000,79.000,0.000,-79.00,58.00,,,,0.00,0.00,0.00,יח',0.00,
50580193GSP,תושבת מנוע שמאל אוקטביה עד 04/גולף/ג'טה/A3/יטי/טולדו,510057,פעיל,-6.000,0.000,0.000,0.000,83.000,0.000,-89.00,47.00,,,,10.00,0.00,0.00,יח',0.00,
50580195GSP,תושבת מנוע ימין אוקטביה עד 04/גולף עד 04/בורה,510054,פעיל,50.000,0.000,0.000,0.000,176.000,0.000,-126.00,103.00,,,,0.00,0.00,0.00,יח',0.00,
50580197GSP,תושבת מנוע אח אוקטביה עד 04/גולף/בורה/A3 פטיש,512355,פעיל,16.000,0.000,0.000,0.000,134.000,0.000,-118.00,43.00,,,,0.00,0.00,0.00,יח',0.00,
50580199GSP,תושבת מנוע שמאל אוקטביה עד 04/גולף/ג'טה/A3/יטי/טולדו,510056,פעיל,11.000,0.000,0.000,0.000,166.000,0.000,-155.00,59.00,,,,0.00,0.00,1.00,יח',0.00,
50580454GSP,תושבת אח סיאט מי/סיטי גו,538396,פעיל,10.000,0.000,0.000,0.000,8.000,0.000,2.00,0.00,,,,0.00,0.00,0.00,יח',8.87,$
50580521GSP,תושבת מנוע ימין פביה/רומסטר/פולו 03+/איביזה 03+,510148,פעיל,0.000,0.000,0.000,0.000,31.000,0.000,-31.00,6.00,,,,3.00,3.00,2.00,יח',0.00,
50580523GSP,תושבת מנוע אח פביה/רומסטר 07+/פולו 03-09 משקפיים,515150,פעיל,3.000,0.000,0.000,0.000,25.000,0.000,-22.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50580525GSP,תושבת מנוע ימין פביה/רומסטר/פולו 03+/איביזה 03+,513827,פעיל,0.000,0.000,0.000,0.000,27.000,0.000,-27.00,7.00,,,,2.00,0.00,0.00,יח',0.00,
50580527GSP,תושבת מנוע ימין פביה/רומסטר/פולו 03+/איביזה 03+,512360,פעיל,2.000,0.000,0.000,0.000,18.000,0.000,-16.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50620200GSP,תושבת מנוע שמאל+ימין 04-08 B4/אימפרזה/B3/לגסי,514364,פעיל,0.000,0.000,0.000,0.000,20.000,0.000,-20.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50620224GSP,תושבת מנוע ימין+שמאל 09 B4+,530479,פעיל,0.000,0.000,0.000,0.000,13.000,0.000,-13.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50621310GSP,תושבת גיר אח פורסטר/אימפרזה/לגסי פלסטיק משקפיים,537700,פעיל,8.000,0.000,0.000,0.000,12.000,0.000,-4.00,0.00,,,,0.00,2.00,0.00,יח',0.00,$
50621329GSP,תושבת גיר אח אימפרזה/לגסי/ג.לאונה/B4/B3/פורסטר 4 ברגים,514693,פעיל,0.000,0.000,0.000,0.000,24.000,0.000,-24.00,0.00,,,,0.00,1.00,0.00,יח',0.00,$
50640502GSP,תושבת מנוע ימין C3 עד 09 נפח C2/1.6 16V,519019,פעיל,81.000,0.000,0.000,0.000,9.000,0.000,72.00,12.00,,,,1.00,0.00,0.00,יח',0.00,
50640514GSP,תושבת מנוע ימין C3,531558,פעיל,0.000,0.000,0.000,0.000,2.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50640531GSP,תושבת מנוע אח 1.6 208/2008/C2/C3 משקפיים,512775,פעיל,0.000,0.000,30.000,0.000,17.000,0.000,13.00,0.00,,,,0.00,0.00,3.00,יח',0.00,
50640540GSP,תושבת מנוע שמאל סי אליזה/C4/C3/2008/301/208/207 קקטוס,537777,פעיל,-9.000,0.000,0.000,0.000,46.000,0.000,-55.00,40.00,,,,4.00,2.00,3.00,יח',11.97,$
50640610GSP,תושבת מנוע ימין C4 קקטוס 13+,537717,פעיל,24.000,0.000,0.000,0.000,8.000,0.000,16.00,0.00,,,,-1.00,0.00,0.00,יח',0.00,$
50640633GSP,תושבת מנוע שמאל ברלינגו 08+ 1.6,510679,פעיל,1.000,0.000,0.000,0.000,11.000,0.000,-10.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50640712GSP,תושבת מנוע ימין 407/+09 C5,533525,פעיל,0.000,0.000,0.000,0.000,17.000,0.000,-17.00,11.00,,,,0.00,0.00,0.00,יח',0.00,
50640735GSP,תושבת מנוע ימין C5 עד 04/ג'מפי 607/407/+00 אגס,511929,פעיל,-1.000,0.000,0.000,0.000,22.000,0.000,-23.00,14.00,,,,0.00,0.00,1.00,יח',0.00,
50640737GSP,תושבת מנוע ימין 406/407/C5/ג'מפי/סקודו משקפיים,513896,פעיל,0.000,0.000,0.000,0.000,4.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50640739GSP,תושבת מנוע ימין C5/ג'מפי 508/407/+08 משקפיים,513897,פעיל,-1.000,0.000,0.000,0.000,38.000,0.000,-39.00,29.00,,,,0.00,0.00,0.00,יח',0.00,
50641200GSP,תושבת מנוע ימין ברלינגו 08+/פרטנר 08+ עם תפס,531646,פעיל,7.000,0.000,50.000,0.000,107.000,0.000,-50.00,4.00,,,,5.00,11.00,33.00,יח',13.74,$
50641204GSP,תושבת מנוע שמאל ברלינגו מ-19 3008 מ-15 208 מ-2020 גמפי מ-17,537698,פעיל,0.000,0.000,0.000,0.000,15.000,0.000,-15.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50641235GSP,תושבת מנוע ימין ברלינגו 08+ בלי תפס,537701,פעיל,0.000,0.000,32.000,0.000,49.000,0.000,-17.00,6.00,,,,4.00,1.00,16.00,יח',19.29,$
50641236GSP,תושבת מנוע אח ברלינגו C4/+19 פיקאסו/308 אלומניום,537704,פעיל,-1.000,0.000,36.000,0.000,23.000,0.000,12.00,0.00,,,,0.00,1.00,0.00,יח',11.10,$
50641241GSP,תושבת מנוע ברלינגו עד 07/פרטנר/306 אגס קטן,510678,פעיל,2.000,0.000,0.000,0.000,7.000,0.000,-5.00,0.00,,,,1.00,0.00,0.00,יח',0.00,
50641243GSP,תושבת מנוע ימין ברלינגו/פרטנר/406/306 אגס שמן,517850,פעיל,0.000,0.000,0.000,0.000,16.000,0.000,-16.00,32.00,,,,0.00,0.00,0.00,יח',0.00,$
50641245GSP,תושבת מנוע שמאל ברלינגו עד C5/306/07/ג'מפי,513398,פעיל,0.000,0.000,0.000,0.000,15.000,0.000,-15.00,4.00,,,,0.00,0.00,0.00,יח',0.00,$
50641247GSP,תושבת מנוע ימין ברלינגו עד 07/קסרה/405/306,517857,פעיל,-10.000,0.000,0.000,0.000,10.000,0.000,-20.00,116.00,,,,0.00,0.00,0.00,יח',0.00,
50641249GSP,תושבת מנוע שמאל ברלינגו עד 07/קסרה/קסנטיה/פרטנר,513887,פעיל,0.000,0.000,0.000,0.000,37.000,0.000,-37.00,28.00,,,,0.00,0.00,0.00,יח',0.00,$
50641311GSP,תושבת מנוע ימין ג'מפי 16+,538065,פעיל,5.000,0.000,32.000,0.000,13.000,0.000,24.00,1.00,,,,2.00,3.00,19.00,יח',25.71,$
50641851GSP,תושבת מנוע ימין ברלינגו/פרטנר/306/205 בוקסה 70 ממ,510668,פעיל,1.000,0.000,0.000,0.000,25.000,0.000,-24.00,0.00,,,,0.00,0.00,2.00,יח',0.00,$
50642712GSP,תושבת מנוע אח C4/פיקאסו/5008/3008/308/307 משקפיים,532156,פעיל,1.000,0.000,0.000,0.000,34.000,0.000,-33.00,23.00,,,,0.00,0.00,0.00,יח',0.00,
50642904GSP,תושבת מנוע ימין C3 פיקאסו 09+ דיזל,531689,פעיל,0.000,0.000,0.000,0.000,22.000,0.000,-22.00,0.00,,,,2.00,1.00,0.00,יח',0.00,
50642915GSP,תושבת מנוע אח C3 פיקאסו/C4 קקטוס/208/207/301,532179,פעיל,20.000,0.000,0.000,0.000,11.000,0.000,9.00,6.00,,,,10.00,7.00,7.00,יח',7.58,$
50680207GSP,תושבת מנוע שמאל SX4,514610,פעיל,123.000,0.000,0.000,0.000,12.000,0.000,111.00,0.00,,,,0.00,0.00,2.00,יח',0.00,$
50680253GSP,תושבת מנוע ימין SX4,514761,פעיל,0.000,0.000,0.000,0.000,13.000,0.000,-13.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50680255GSP,תושבת מנוע קד בלנו/ליאנה/SX4 ברגים קצרים,514611,פעיל,0.000,0.000,0.000,0.000,7.000,0.000,-7.00,0.00,,,,0.00,2.00,0.00,יח',0.00,
50680414GSP,תושבת מנוע שמאל איגניס,531470,פעיל,-1.000,0.000,0.000,0.000,9.000,0.000,-10.00,18.00,,,,0.00,0.00,0.00,יח',0.00,
50680457GSP,תושבת מנוע ימין איגניס,518191,פעיל,3.000,0.000,0.000,0.000,7.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50680502GSP,תושבת מנוע ימין אלטו 09+ גיר אוטמט,530405,פעיל,0.000,0.000,0.000,0.000,33.000,0.000,-33.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50680524GSP,תושבת מנוע ימין אלטו 09+ גיר רגיל,531725,פעיל,3.000,0.000,0.000,0.000,91.000,0.000,-88.00,56.00,,,,0.00,0.00,0.00,יח',0.00,
50680577GSP,תושבת מנוע שמאל אלטו 09+ גיר רגיל,530406,פעיל,0.000,0.000,0.000,0.000,8.000,0.000,-8.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50680659GSP,תושבת מנוע שמאל בלנו,518885,פעיל,66.000,0.000,0.000,0.000,13.000,0.000,53.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50680661GSP,תושבת מנוע אח בלנו/ליאנה/SX4,519490,פעיל,12.000,0.000,0.000,0.000,13.000,0.000,-1.00,0.00,,,,1.00,0.00,0.00,יח',0.00,$
50680663GSP,תושבת מנוע אח SX4,514604,פעיל,1.000,0.000,0.000,0.000,54.000,0.000,-53.00,23.00,,,,0.00,2.00,2.00,יח',0.00,$
50680665GSP,תושבת מנוע ימין על בלנו,518874,פעיל,58.000,0.000,0.000,0.000,11.000,0.000,47.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50680667GSP,תושבת מנוע קד בלנו/ליאנה/SX4 ברגים ארוכים,514462,פעיל,19.000,0.000,0.000,0.000,13.000,0.000,6.00,0.00,,,,4.00,1.00,0.00,יח',0.00,
50680799GSP,תושבת מנוע גימיני R+L,514580,פעיל,48.000,0.000,0.000,0.000,7.000,0.000,41.00,0.00,,,,2.00,-4.00,0.00,יח',4.24,$
50680801GSP,תושבת גיר גרנד ויטרה עד 05,514694,פעיל,11.000,0.000,0.000,0.000,18.000,0.000,-7.00,10.00,,,,1.00,1.00,0.00,יח',0.00,
50680808GSP,תושבת מנוע שמאל גרנד ויטרה 09+,517414,פעיל,31.000,0.000,0.000,0.000,13.000,0.000,18.00,0.00,,,,0.00,1.00,0.00,יח',13.57,$
50680880GSP,תושבת גיר אח גרנד ויטרה 06+,514096,פעיל,6.000,0.000,0.000,0.000,15.000,0.000,-9.00,0.00,,,,0.00,-1.00,0.00,יח',0.00,
50680890GSP,תושבת מנוע ימין+שמאל גרנד ויטרה עד 05,511962,פעיל,1.000,0.000,0.000,0.000,8.000,0.000,-7.00,6.00,,,,0.00,0.00,0.00,יח',0.00,
50680892GSP,תושבת מנוע ימין+שמאל גרנד ויטרה 05+,514730,פעיל,14.000,0.000,0.000,0.000,14.000,0.000,0.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50680904GSP,תושבת מנוע ימין ג'ימני/ויטרה,514645,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50681169GSP,תושבת מנוע שמאל ליאנה,518197,פעיל,144.000,0.000,0.000,0.000,9.000,0.000,135.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50681171GSP,תושבת מנוע שמאל ליאנה,514627,פעיל,36.000,0.000,0.000,0.000,10.000,0.000,26.00,0.00,,,,0.00,0.00,-1.00,יח',0.00,
50681173GSP,תושבת מנוע ימין ליאנה,518879,פעיל,33.000,0.000,0.000,0.000,29.000,0.000,4.00,3.00,,,,1.00,3.00,1.00,יח',0.00,$
50681375GSP,תושבת מנוע ימין סוויפט 05-09/ספלאש 09-10,519487,פעיל,2.000,0.000,30.000,0.000,30.000,0.000,2.00,2.00,,,,0.00,0.00,0.00,יח',10.65,$
50681377GSP,תושבת מנוע שמאל סוויפט 05+,513549,פעיל,1.000,0.000,0.000,0.000,7.000,0.000,-6.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50681379GSP,תושבת מנוע ימין סוויפט 10+/ספלאש 11+,519486,פעיל,10.000,0.000,0.000,0.000,30.000,0.000,-20.00,1.00,,,,0.00,3.00,0.00,יח',0.00,$
50681381GSP,תושבת מנוע אח סוויפט 06+/ספלאש 09+,530448,פעיל,1.000,0.000,0.000,0.000,9.000,0.000,-8.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50760200GSP,תושבת מנוע ימין C1/107/אייגו,531721,פעיל,8.000,0.000,0.000,0.000,18.000,0.000,-10.00,0.00,,,,0.00,2.00,1.00,יח',10.17,$
50760202GSP,תושבת מנוע שמאל C1/107/אייגו,532169,פעיל,5.000,0.000,0.000,0.000,39.000,0.000,-34.00,21.00,,,,2.00,0.00,1.00,יח',0.00,
50760215GSP,תושבת מנוע אח C1/107/אייגו,532811,פעיל,0.000,0.000,0.000,0.000,12.000,0.000,-12.00,16.00,,,,0.00,0.00,0.00,יח',0.00,
50760381GSP,תושבת מנוע תח 306/206/205 1.4 בוקסה 65 ממ,510666,פעיל,1.000,0.000,0.000,0.000,39.000,0.000,-38.00,28.00,,,,2.00,0.00,2.00,יח',0.00,$
50760483GSP,תושבת מנוע ימין פיג'ו 206,510683,פעיל,2.000,0.000,0.000,0.000,32.000,0.000,-30.00,22.00,,,,0.00,0.00,0.00,יח',0.00,
50760514GSP,תושבת מנוע שמאל C2/C3/207,531794,פעיל,18.000,0.000,0.000,0.000,9.000,0.000,9.00,10.00,,,,0.00,0.00,0.00,יח',0.00,
50760704GSP,תושבת מנוע ימין סי אליזה מC3 12 מ09 פג'ו 301 12-17,537653,פעיל,21.000,0.000,0.000,0.000,22.000,0.000,-1.00,0.00,,,,2.00,0.00,0.00,יח',0.00,
50760985GSP,תושבת מנוע ימין C4/2.0 307 פיקאסו עד 13,517942,פעיל,14.000,0.000,0.000,0.000,38.000,0.000,-24.00,17.00,,,,0.00,0.00,0.00,יח',0.00,
