מק'ט,תאור מוצר,מספר יצרן,סטטוס,מלאי זמין,הזמנות מסגרת רכש,הזמנות רכש פתוחות,הזמנות מסגרת לקוח,הז. לקוח פתוחות,קריאות שירות פתוחות,מלאי צפוי,נמכר בחודש נוכחי,סטטוס קצב מכירות,מק'ט מוצר משלים,מוצר משלים,נמכר בחודש הקודם,נמכר לפני חודשיים,נמכר לפני 3 חודשים,יח',מחיר אחרון,מטבע
50372306GSP,תושבת גיר אח לנדקרוזר עד 02 פרדו,514424,פעיל,1.000,0.000,0.000,0.000,67.000,0.000,-66.00,53.00,,,,2.00,0.00,0.00,יח',0.00,
50380212GSP,תושבת מנוע לקסוס IS250 +08,530082,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50390110GSP,תושבת דרישאפט H1/גלופר,513580,פעיל,1.000,0.000,0.000,0.000,37.000,0.000,-36.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50390124GSP,תושבת דריישפט H100/מגנום 97-06 4X2 4X2,514818,פעיל,3.000,0.000,0.000,0.000,124.000,0.000,-121.00,109.00,,,,0.00,0.00,0.00,יח',0.00,
50390191GSP,תושבת מנוע קד H100,513389,פעיל,32.000,0.000,0.000,0.000,8.000,0.000,24.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50390300GSP,תושבת מנוע אח I10 עד 13,514066,פעיל,55.000,0.000,0.000,0.000,11.000,0.000,44.00,0.00,,,,0.00,1.00,0.00,יח',0.00,
50390314GSP,תושבת מנוע ימין I10 עד 13,514065,פעיל,15.000,0.000,0.000,0.000,20.000,0.000,-5.00,10.00,,,,0.00,0.00,0.00,יח',0.00,
50390315GSP,תושבת מנוע שמאל I10 עד 13,514064,פעיל,23.000,0.000,0.000,0.000,9.000,0.000,14.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50390501GSP,תושבת מנוע ימין I25/+12 I30/I35/סיד 12+/ריו 12+,518131,פעיל,6.000,0.000,0.000,0.000,28.000,0.000,-22.00,1.00,,,,3.00,0.00,0.00,יח',18.06,$
50390604GSP,תושבת מנוע ימין I30 עד 11/סיד עד 11/פורטה עד 11,518168,פעיל,33.000,0.000,0.000,0.000,43.000,0.000,-10.00,1.00,,,,1.00,2.00,0.00,יח',0.00,$
50390695GSP,תושבת מנוע קד I30 עד 11/סיד/פורטה עד 12,514507,פעיל,53.000,0.000,0.000,0.000,18.000,0.000,35.00,0.00,,,,0.00,3.00,0.00,יח',0.00,
50390696GSP,תושבת מנוע שמאל I30 עד 11/סיד עד 11/פורטה עד 12,530103,פעיל,1.000,0.000,0.000,0.000,19.000,0.000,-18.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50390753GSP,תושבת מנוע ימין 11 I35+/פורטה 13+,518877,פעיל,6.000,0.000,20.000,0.000,27.000,0.000,-1.00,1.00,,,,0.00,0.00,0.00,יח',12.64,$
50390797GSP,תושבת מנוע שמאל I35/פורטה מ12 I30/13+/סיד 12+,518187,פעיל,1.000,0.000,36.000,0.000,36.000,0.000,1.00,0.00,,,,0.00,0.00,4.00,יח',0.00,$
50390910GSP,תושבת מנוע ימין+שמאל יונדאי I800,531898,פעיל,30.000,0.000,0.000,0.000,11.000,0.000,19.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50391001GSP,תושבת מנוע ימין 10 IX35+/ספורטאג' 11-15,518408,פעיל,0.000,0.000,0.000,0.000,14.000,0.000,-14.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50391028GSP,תושבת מנוע שמאל IX35/ספורטאג 11-15,531917,פעיל,0.000,0.000,0.000,0.000,6.000,0.000,-6.00,4.00,,,,0.00,0.00,0.00,יח',0.00,
50391030GSP,תושבת מנוע אח IX35/קיה ספורטאג 11-15 פטיש,532064,פעיל,0.000,0.000,0.000,0.000,13.000,0.000,-13.00,2.00,,,,0.00,0.00,0.00,יח',0.00,
50391201GSP,תושבת מנוע שמאל אלנטרה,510969,פעיל,0.000,0.000,0.000,0.000,22.000,0.000,-22.00,13.00,,,,0.00,0.00,0.00,יח',0.00,
50391203GSP,תושבת מנוע קד אלנטרה,510970,פעיל,37.000,0.000,0.000,0.000,149.000,0.000,-112.00,100.00,,,,0.00,0.00,0.00,יח',0.00,
50391214GSP,תושבת מנוע ימין אלנטרה 01-06/סרטו/יונדאי קופה 02-09,510967,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50391305GSP,תושבת מנוע אח אקסנט 00-02,513748,פעיל,29.000,0.000,0.000,0.000,30.000,0.000,-1.00,20.00,,,,0.00,2.00,0.00,יח',0.00,
50391307GSP,תושבת מנוע קד אקסנט 00-10,514510,פעיל,1.000,0.000,0.000,0.000,14.000,0.000,-13.00,3.00,,,,0.00,0.00,0.00,יח',0.00,
50391309GSP,תושבת מנוע ימין אקסנט 07+/קיה ריו 06-11,518165,פעיל,2.000,0.000,0.000,0.000,15.000,0.000,-13.00,0.00,,,,-1.00,8.00,2.00,יח',0.00,$
50391311GSP,תושבת מנוע ימין אקסנט עד 03,518409,פעיל,33.000,0.000,0.000,0.000,9.000,0.000,24.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50391313GSP,תושבת מנוע שמאל אקסנט 07+/ריו 06-11 בנזין,518843,פעיל,-1.000,0.000,0.000,0.000,116.000,0.000,-117.00,103.00,,,,0.00,1.00,0.00,יח',0.00,
50391368GSP,תושבת מנוע אח אקסנט 03-05,513365,פעיל,0.000,0.000,0.000,0.000,35.000,0.000,-35.00,26.00,,,,0.00,0.00,0.00,יח',0.00,
50391411GSP,תושבת מנוע ימין גטס,518407,פעיל,1.000,0.000,0.000,0.000,33.000,0.000,-32.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50391413GSP,תושבת מנוע אח גטס עד 04 גיר רגיל משקפיים,520199,פעיל,0.000,0.000,0.000,0.000,3.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50391414GSP,תושבת מנוע שמאל גטס,531897,פעיל,16.000,0.000,0.000,0.000,19.000,0.000,-3.00,1.00,,,,4.00,2.00,5.00,יח',0.00,
50391415GSP,תושבת מנוע אח גטס 06+,530701,פעיל,4.000,0.000,0.000,0.000,18.000,0.000,-14.00,0.00,,,,3.00,0.00,1.00,יח',0.00,$
50391515GSP,תושבת מנוע גלופר ימין נפח 2.5 דיזל/מגנום/פג'רו,511262,פעיל,2.000,0.000,0.000,0.000,10.000,0.000,-8.00,0.00,,,,-2.00,1.00,5.00,יח',0.00,$
50391704GSP,תושבת מנוע שמאל טוסון 05-10/ספורטאג 05-10,533263,פעיל,1.000,0.000,0.000,0.000,36.000,0.000,-35.00,22.00,,,,0.00,1.00,0.00,יח',0.00,$
50391708GSP,תושבת מנוע ימין טוסון עד 10/קיה ספורטאג' 05-10 בנזין+דיזל,514748,פעיל,0.000,0.000,0.000,0.000,9.000,0.000,-9.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50391717GSP,תושבת מנוע קד טוסון/ספורטאג' בנזין + דיזל,514536,פעיל,0.000,0.000,0.000,0.000,34.000,0.000,-34.00,16.00,,,,2.00,1.00,0.00,יח',0.00,$
50391719GSP,תושבת מנוע ימין טוסון עד 10/קיה ספורטאג' 05-10 בנזין+דיזל,519501,פעיל,2.000,0.000,0.000,0.000,17.000,0.000,-15.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50391721GSP,תושבת מנוע שמאל טוסון 05-10/ספורטאג' 05-10 בנזין + דיזל,519570,פעיל,0.000,0.000,0.000,0.000,23.000,0.000,-23.00,6.00,,,,0.00,0.00,0.00,יח',0.00,
50391818GSP,תושבת מנוע ימין טראג'ט,531899,פעיל,-3.000,0.000,0.000,0.000,13.000,0.000,-16.00,20.00,,,,0.00,0.00,0.00,יח',0.00,
50391819GSP,תושבת מנוע שמאל טראג'ט,532260,פעיל,0.000,0.000,0.000,0.000,13.000,0.000,-13.00,20.00,,,,0.00,0.00,0.00,יח',0.00,
50392121GSP,תושבת מנוע ימין סונטה 05+ 99+ 2.5,510944,פעיל,27.000,0.000,0.000,0.000,11.000,0.000,16.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50392156GSP,תושבת מנוע שמאל סונטה 2.0 05+,514511,פעיל,13.000,0.000,0.000,0.000,10.000,0.000,3.00,30.00,,,,0.00,0.00,0.00,יח',0.00,
50392204GSP,תושבת מנוע אח סנטה פה 2.7 3 רגליים יציקה,533262,פעיל,7.000,0.000,0.000,0.000,19.000,0.000,-12.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50392206GSP,תושבת מנוע אח סנטה פה 07-12 2.2/סורנטו 10+ 2.2 דיזל,533266,פעיל,20.000,0.000,0.000,0.000,30.000,0.000,-10.00,0.00,,,,1.00,0.00,0.00,יח',0.00,$
50392208GSP,תושבת מנוע ימין סנטה פה 07-12/סורנטו 10+ 2.2 דיזל,533253,פעיל,11.000,0.000,0.000,0.000,23.000,0.000,-12.00,0.00,,,,0.00,0.00,1.00,יח',0.00,$
50392216GSP,תושבת מנוע ימין סנטה פה 06+,531971,פעיל,1.000,0.000,0.000,0.000,12.000,0.000,-11.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50392218GSP,תושבת מנוע אח סנטה פה 09+ 2.4 בנזין,532307,פעיל,-2.000,0.000,0.000,0.000,56.000,0.000,-58.00,32.00,,,,1.00,0.00,0.00,יח',0.00,$
50392220GSP,תושבת מנוע שמאל סנטה פה 06+,532306,פעיל,111.000,0.000,0.000,0.000,17.000,0.000,94.00,-1.00,,,,1.00,1.00,0.00,יח',0.00,
50392221GSP,תושבת מנוע ימין סנטה פה עד 06,518306,פעיל,31.000,0.000,0.000,0.000,60.000,0.000,-29.00,30.00,,,,1.00,0.00,0.00,יח',0.00,
50392222GSP,תושבת מנוע קד סנטה פה 07+/סורנטו 10+,532088,פעיל,1.000,0.000,0.000,0.000,57.000,0.000,-56.00,39.00,,,,1.00,1.00,0.00,יח',0.00,$
50392224GSP,תושבת מנוע ימין על סנטה פה 2.4 12+,533243,פעיל,0.000,0.000,0.000,0.000,16.000,0.000,-16.00,0.00,,,,0.00,2.00,0.00,יח',0.00,
50392225GSP,תושבת מנוע קד סנטה פה 06-09 2.7 3.3,533274,פעיל,0.000,0.000,0.000,0.000,10.000,0.000,-10.00,0.00,,,,0.00,1.00,0.00,יח',0.00,$
50392234GSP,תושבת מנוע שמאל סנטה פה 07+ 2.7 בנזין 4X4,533275,פעיל,0.000,0.000,0.000,0.000,5.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50392247GSP,תושבת מנוע אח סנטה פה 2.2 דיזל 07+,532655,פעיל,3.000,0.000,0.000,0.000,31.000,0.000,-28.00,15.00,,,,0.00,0.00,0.00,יח',14.65,$
50450323GSP,תושבת דריישפט B2500,517682,פעיל,38.000,0.000,0.000,0.000,15.000,0.000,23.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50450325GSP,תושבת דריישפט B2500 4X4,517683S,פעיל,0.000,0.000,0.000,0.000,9.000,0.000,-9.00,13.00,,,,0.00,0.00,0.00,יח',0.00,
50450427GSP,תושבת דריישפט BT50,514806S,פעיל,5.000,0.000,0.000,0.000,27.000,0.000,-22.00,6.00,,,,1.00,0.00,0.00,יח',0.00,
50450429GSP,תושבת מנוע מזדה 4X4 4X2 +07 BT50,518188S,פעיל,2.000,0.000,0.000,0.000,15.000,0.000,-13.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50450631GSP,תושבת מנוע קד MPV/מזדה 626 98-02,514330,פעיל,1.000,0.000,0.000,0.000,9.000,0.000,-8.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50450633GSP,תושבת מנוע ימין מזדה MPV עד 06,514674,פעיל,0.000,0.000,0.000,0.000,18.000,0.000,-18.00,6.00,,,,0.00,0.00,1.00,יח',0.00,
50450635GSP,תושבת מנוע קד 00-07 MPV/מזדה 626 98-02,514675,פעיל,-1.000,0.000,0.000,0.000,45.000,0.000,-46.00,36.00,,,,0.00,0.00,1.00,יח',0.00,
50450937GSP,תושבת גשר קדמי + אחורי דמיו,514672,פעיל,37.000,0.000,0.000,0.000,23.000,0.000,14.00,0.00,,,,1.00,0.00,0.00,יח',0.00,
50451039GSP,תושבת מנוע ימין לנטיס עד 98,511130,פעיל,52.000,0.000,0.000,0.000,11.000,0.000,41.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50451041GSP,תושבת מנוע קד לנטיס אוטומט עד 98,514669,פעיל,71.000,0.000,0.000,0.000,12.000,0.000,59.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50451043GSP,תושבת מנוע אח לנטיס 95-98,514668,פעיל,88.000,0.000,0.000,0.000,76.000,0.000,12.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50451045GSP,תושבת מנוע שמאל לנטיס 95-98,514670,פעיל,87.000,0.000,0.000,0.000,10.000,0.000,77.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50451047GSP,תושבת מנוע אח לנטיס 99+ גשר אחורי,514069,פעיל,0.000,0.000,0.000,0.000,20.000,0.000,-20.00,0.00,,,,0.00,1.00,0.00,יח',0.00,
50451049GSP,תושבת מנוע אח לנטיס 1.6 99+,514355,פעיל,40.000,0.000,0.000,0.000,10.000,0.000,30.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50451051GSP,תושבת מנוע ימין לנטיס 1.6 99+ עליונה,518886,פעיל,0.000,0.000,0.000,0.000,28.000,0.000,-28.00,8.00,,,,0.00,1.00,0.00,יח',0.00,$
50451053GSP,לא למכירה ימין לנטיס 8.1 99+,518884,פעיל,0.000,0.000,0.000,0.000,1.000,0.000,-1.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50451055GSP,תושבת מנוע קד לנטיס 99+ גשר קדמי,514070S,פעיל,20.000,0.000,0.000,0.000,22.000,0.000,-2.00,0.00,,,,3.00,0.00,3.00,יח',4.34,$
50451059GSP,תושבת מנוע שמאל לנטיס 99+,519491,פעיל,1.000,0.000,0.000,0.000,6.000,0.000,-5.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50451060GSP,תושבת מנוע אח לנטיס 99+,518102,פעיל,0.000,0.000,0.000,0.000,80.000,0.000,-80.00,15.00,,,,0.00,0.00,0.00,יח',0.00,$
50451163GSP,תושבת מנוע שמאל מזדה 2 07-13 רגל גבוהה,514642,פעיל,9.000,0.000,0.000,0.000,81.000,0.000,-72.00,25.00,,,,1.00,1.00,1.00,יח',0.00,$
50451165GSP,תושבת מנוע שמאל מזדה 2 07-13 רגל נמוכה,514641,פעיל,2.000,0.000,0.000,0.000,22.000,0.000,-20.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50451167GSP,תושבת מנוע ימין מזדה 2 07-13 עם זרוע,517739,פעיל,58.000,0.000,0.000,0.000,77.000,0.000,-19.00,10.00,,,,16.00,9.00,20.00,יח',16.63,$
50451169GSP,תושבת מנוע אח מזדה 2 07-13/פיאסטה 09+ משקפיים,520488,פעיל,42.000,0.000,0.000,0.000,46.000,0.000,-4.00,1.00,,,,0.00,5.00,2.00,יח',0.00,
50451206GSP,תושבת מנוע ימין מזדה 3 1.5 13+,532634,פעיל,1.000,0.000,0.000,0.000,19.000,0.000,-18.00,1.00,,,,5.00,6.00,19.00,יח',27.78,$
50451226GSP,תושבת מנוע ימין מזדה 3 09-12,532157,פעיל,49.000,0.000,0.000,0.000,51.000,0.000,-2.00,2.00,,,,8.00,9.00,20.00,יח',15.43,$
50451259GSP,תושבת מנוע ימין מזדה 3 2.0 13+/מזדה 12 CX5/6+,531195,פעיל,4.000,0.000,0.000,0.000,37.000,0.000,-33.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50451262GSP,תושבת מנוע שמאל מזדה 3 2.0 + 1.5 13+/מזדה 12 CX5/6+,531196,פעיל,5.000,0.000,0.000,0.000,34.000,0.000,-29.00,0.00,,,,0.00,0.00,0.00,יח',10.18,$
50451273GSP,תושבת גיר שמאל מזדה 3 עד 08/פוקוס 05+ פלטה,514448,פעיל,39.000,0.000,100.000,0.000,80.000,0.000,59.00,7.00,,,,7.00,9.00,3.00,יח',7.83,$
50451275GSP,תושבת מנוע ימין מזדה 3 1.6 עד 08,514728,פעיל,70.000,0.000,0.000,0.000,47.000,0.000,23.00,1.00,,,,2.00,3.00,24.00,יח',14.34,$
50451276GSP,תושבת מנוע אח מזדה 3 13+/מזדה CX5/+13 6,531197,פעיל,0.000,0.000,0.000,0.000,19.000,0.000,-19.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50451277GSP,תושבת מנוע אח מזדה 3 עד 08/פוקוס 05+,513727,פעיל,54.000,0.000,0.000,0.000,103.000,0.000,-49.00,2.00,,,,21.00,7.00,2.00,יח',4.11,$
50451279GSP,תושבת מנוע ימין מזדה 3 2.0 עד 12/מזדה 5,513679,פעיל,64.000,0.000,0.000,0.000,61.000,0.000,3.00,2.00,,,,6.00,5.00,25.00,יח',14.07,$
50451281GSP,תושבת גיר שמאל מזדה 3 09+ 2 חורים,518101,פעיל,39.000,0.000,100.000,0.000,76.000,0.000,63.00,18.00,,,,14.00,2.00,13.00,יח',9.14,$
50451283GSP,תושבת מנוע ימין מזדה 3 1.6 עד 08,518189,פעיל,9.000,0.000,0.000,0.000,17.000,0.000,-8.00,0.00,,,,1.00,2.00,0.00,יח',0.00,$
50451585GSP,תושבת מנוע אח מזדה 6 03-07 משקפיים,511148,פעיל,86.000,0.000,0.000,0.000,24.000,0.000,62.00,0.00,,,,0.00,2.00,5.00,יח',0.00,$
50451587GSP,תושבת מנוע ימין מזדה 6 03-07,511155,פעיל,33.000,0.000,0.000,0.000,33.000,0.000,0.00,0.00,,,,1.00,3.00,0.00,יח',0.00,$
50451591GSP,תושבת מנוע ימין מזדה 6 08-12,514756,פעיל,11.000,0.000,0.000,0.000,26.000,0.000,-15.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50451593GSP,תושבת מנוע שמאל מזדה 6 08-12,514757,פעיל,34.000,0.000,0.000,0.000,42.000,0.000,-8.00,2.00,,,,4.00,0.00,0.00,יח',0.00,$
50451595GSP,תושבת מנוע שמאל מזדה 6 03-07,514587,פעיל,38.000,0.000,0.000,0.000,34.000,0.000,4.00,1.00,,,,2.00,1.00,0.00,יח',0.00,$
50451597GSP,תושבת מנוע אח מזדה 6 08+ משקפיים,518190,פעיל,76.000,0.000,0.000,0.000,48.000,0.000,28.00,2.00,,,,1.00,1.00,1.00,יח',0.00,$
50451601GSP,תושבת מנוע ימין מזדה 626 98-02,514394,פעיל,0.000,0.000,0.000,0.000,4.000,0.000,-4.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50451603GSP,תושבת מנוע קד מזדה MPV/+98 626 על הגשר,514332,פעיל,0.000,0.000,0.000,0.000,26.000,0.000,-26.00,14.00,,,,0.00,0.00,-1.00,יח',0.00,$
50451605GSP,תושבת מנוע שמאל מזדה 626 00-02,514397,פעיל,46.000,0.000,0.000,0.000,12.000,0.000,34.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50451607GSP,תושבת מנוע שמאל מזדה 626 עד 00,519489,פעיל,42.000,0.000,0.000,0.000,10.000,0.000,32.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50451699GSP,תושבת מנוע אח מזדה MPV/98-02 626 עד 06,514676,פעיל,1.000,0.000,0.000,0.000,8.000,0.000,-7.00,0.00,,,,0.00,0.00,2.00,יח',0.00,$
50480214GSP,תושבת מנוע ימין+שמאל מרצדס 11 C200+ בודי 204,517986,פעיל,0.000,0.000,0.000,0.000,8.000,0.000,-8.00,14.00,,,,0.00,0.00,0.00,יח',0.00,
50480215GSP,תושבת מנוע שמאל מרצדס 11 C200+ בודי 204,518046,פעיל,0.000,0.000,0.000,0.000,28.000,0.000,-28.00,14.00,VVV,,,0.00,0.00,0.00,יח',0.00,
50480216GSP,תושבת מנוע אח מרצדס 11 C200+ בודי 204,517985,פעיל,0.000,0.000,0.000,0.000,10.000,0.000,-10.00,26.00,,,,0.00,0.00,0.00,יח',0.00,
50480218GSP,תושבת מנוע מרצדס C200 בודי 203 01+,510545,פעיל,0.000,0.000,0.000,0.000,9.000,0.000,-9.00,24.00,,,,0.00,0.00,0.00,יח',0.00,
50480412GSP,תושבת גיר אח מרצדס S קלאס 07+ בודי 216,532476,פעיל,23.000,0.000,0.000,0.000,10.000,0.000,13.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50480532GSP,תושבת מנוע מרצדס 10 ML+ בודי 166,530173,פעיל,27.000,0.000,0.000,0.000,10.000,0.000,17.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50480800GSP,תושבת מנוע אח שמאל ספרינטר 07+/ויטו/ויאנו 03+,531692,פעיל,0.000,0.000,0.000,0.000,35.000,0.000,-35.00,3.00,,,,0.00,0.00,0.00,יח',0.00,
50480808GSP,תושבת מנוע ימין+שמאל ספרינטר 07+/קראפטר 07+,531691,פעיל,0.000,0.000,0.000,0.000,28.000,0.000,-28.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50482012GSP,תושבת מנוע ימין+שמאל מרצדס 03 S350+ בודי 220,510461,פעיל,20.000,0.000,0.000,0.000,10.000,0.000,10.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50490304GSP,תושבת מנוע אח אאוטלנדר עד 06,514398,פעיל,3.000,0.000,0.000,0.000,10.000,0.000,-7.00,50.00,,,,0.00,0.00,0.00,יח',0.00,
50490307GSP,תושבת מנוע שמאל אאוטלנדר עד 06,514633,פעיל,7.000,0.000,0.000,0.000,46.000,0.000,-39.00,27.00,,,,0.00,0.00,0.00,יח',0.00,
50490313GSP,תושבת מנוע קד אאוטלנדר 07+,519026,פעיל,0.000,0.000,0.000,0.000,8.000,0.000,-8.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50490339GSP,תושבת אח' אאוטלנדר מ07/לנסר מASX/08,514490,פעיל,20.000,0.000,0.000,0.000,6.000,0.000,14.00,0.00,,,,0.00,0.00,0.00,יח',7.22,$
50490380GSP,תושבת מנוע ימין אאוטלנדר עד 06,514720,פעיל,0.000,0.000,0.000,0.000,8.000,0.000,-8.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50490382GSP,תושבת מנוע קד אאוטלנדר עד 06,514334,פעיל,3.000,0.000,0.000,0.000,20.000,0.000,-17.00,10.00,,,,0.00,0.00,0.00,יח',0.00,
50490709GSP,תושבת מנוע אח גרנדיס,514629,פעיל,3.000,0.000,0.000,0.000,16.000,0.000,-13.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50490711GSP,תושבת מנוע קד גרנדיס,514625,פעיל,0.000,0.000,0.000,0.000,31.000,0.000,-31.00,0.00,,,,0.00,0.00,1.00,יח',0.00,$
50490713GSP,תושבת מנוע שמאל גרנדיס 05-11,530809,פעיל,0.000,0.000,0.000,0.000,16.000,0.000,-16.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50490813GSP,תושבת מנוע ימין+שמאל האנטר 07-14,514465,פעיל,0.000,0.000,30.000,0.000,32.000,0.000,-2.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50490815GSP,תושבת דריישפט האנטר 07+,519505,פעיל,0.000,0.000,0.000,0.000,10.000,0.000,-10.00,3.00,,,,0.00,0.00,0.00,יח',0.00,$
50490865GSP,תושבת גיר מגנום 4X4/האנטר 4X4 קטן,511849,פעיל,0.000,0.000,0.000,0.000,50.000,0.000,-50.00,27.00,,,,0.00,0.00,0.00,יח',0.00,$
50490917GSP,תושבת מנוע שמאל כריזמה 95-04,514439,פעיל,29.000,0.000,0.000,0.000,15.000,0.000,14.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50490919GSP,תושבת מנוע אח כריזמה 95-04/לנסר 00-03/סופר לנסר,511841,פעיל,33.000,0.000,0.000,0.000,12.000,0.000,21.00,0.00,,,,0.00,4.00,0.00,יח',0.00,
50490921GSP,תושבת מנוע קד כריזמה 98-05,514444,פעיל,18.000,0.000,0.000,0.000,10.000,0.000,8.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50491016GSP,תושבת מנוע קד לנסר עד 07 ללא בסיס,513736,פעיל,1.000,0.000,0.000,0.000,24.000,0.000,-23.00,0.00,,,,2.00,0.00,5.00,יח',0.00,$
50491018GSP,תושבת מנוע שמאל לנסר 1.5 08+,531900,פעיל,13.000,0.000,0.000,0.000,22.000,0.000,-9.00,2.00,,,,0.00,0.00,0.00,יח',0.00,
50491023GSP,תושבת מנוע שמאל לנסר 00-07,514415,פעיל,3.000,0.000,0.000,0.000,17.000,0.000,-14.00,1.00,,,,0.00,0.00,0.00,יח',0.00,$
50491025GSP,תושבת מנוע שמאל לנסר 08+,514762,פעיל,50.000,0.000,0.000,0.000,16.000,0.000,34.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50491027GSP,תושבת מנוע ימין לנסר 04-07,513998S,פעיל,43.000,0.000,0.000,0.000,29.000,0.000,14.00,0.00,,,,1.00,0.00,1.00,יח',0.00,$
50491029GSP,תושבת מנוע אח לנסר 00-07 רגל גבוהה,513750,פעיל,0.000,0.000,0.000,0.000,39.000,0.000,-39.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50491031GSP,תושבת מנוע אח לנסר 08+/אאוטלנדר 07+ רגל גבוהה,514545,פעיל,1.000,0.000,0.000,0.000,20.000,0.000,-19.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50491033GSP,תושבת מנוע קד לנסר 08+/קליבר,514533,פעיל,1.000,0.000,0.000,0.000,37.000,0.000,-36.00,51.00,,,,4.00,2.00,1.00,יח',0.00,$
50491035GSP,תושבת מנוע ימין לנסר 08+,514760,פעיל,44.000,0.000,0.000,0.000,42.000,0.000,2.00,3.00,,,,4.00,1.00,1.00,יח',0.00,$
50491237GSP,תושבת גיר מגנום,514390,פעיל,0.000,0.000,0.000,0.000,15.000,0.000,-15.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50491339GSP,תושבת גיר ימין סופר לנסר עד 96,514666,פעיל,78.000,0.000,0.000,0.000,10.000,0.000,68.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50491341GSP,תושבת מנוע שמאל סופר לנסר עליונה,514271,פעיל,33.000,0.000,0.000,0.000,17.000,0.000,16.00,0.00,,,,0.00,5.00,0.00,יח',0.00,
50491343GSP,תושבת מנוע קד ס.לנסר,514287,פעיל,0.000,0.000,0.000,0.000,13.000,0.000,-13.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
50491345GSP,תושבת מנוע קד לנסר עד 07 עם בסיס,511854,פעיל,25.000,0.000,0.000,0.000,11.000,0.000,14.00,0.00,,,,0.00,0.00,0.00,יח',0.00,$
50491447GSP,תושבת מנוע שמאל ספייס וואגון,518881,פעיל,38.000,0.000,0.000,0.000,9.000,0.000,29.00,10.00,,,,0.00,0.00,0.00,יח',0.00,
50491449GSP,תושבת מנוע שמאל ספייס וואגון 91-00 אוטומט,518880,פעיל,3.000,0.000,0.000,0.000,12.000,0.000,-9.00,15.00,,,,0.00,0.00,0.00,יח',0.00,
50491515GSP,תושבת מנוע ימין ספייס סטאר/אטראז',538271,פעיל,8.000,0.000,32.000,0.000,15.000,0.000,25.00,2.00,,,,0.00,0.00,0.00,יח',14.51,$
50491612GSP,תושבת מנוע אח פג'רו 07+,514582,פעיל,0.000,0.000,0.000,0.000,23.000,0.000,-23.00,0.00,,,,1.00,0.00,3.00,יח',0.00,
50491614GSP,תושבת מנוע קד פג'רו עד L200/99,518103,פעיל,0.000,0.000,0.000,0.000,3.000,0.000,-3.00,0.00,,,,0.00,0.00,0.00,יח',0.00,
