מס' ספק,תאריך ההזמנה,כמות,יתרה לאספקה,הזמנת רכש,מק'ט,תאור מוצר,סכום (שח),סטטוס הזמנה,סטטוס שורת הזמנת רכש
255083,21/08/2024,20,20,PO24000015,71030222ER,משולש תח ימין דימקס 4X2 +12,3336.75,סגורה,עומד לבוא
255083,21/08/2024,20,20,PO24000015,71041416ER,משולש תח ימין מוקה 14-20/טראקס 14-22,1619.00,סגורה,עומד לבוא
255083,21/08/2024,20,20,PO24000015,71370854ER,משולש תח ימין ויגו 16+,2914.20,סגורה,
255083,21/08/2024,20,20,PO24000015,71371807ER,משולש תח שמאל ראב 4 07-12,2023.75,סגורה,
255083,21/08/2024,20,20,PO24000015,71371866ER,משולש תח ימין ראב 4 13-18/לקסוס 15 NX+,2634.92,סגורה,
255083,21/08/2024,20,20,PO24000015,71390457ER,משולש תח שמאל 14-19 I20,1376.15,סגורה,עומד לבוא
255083,21/08/2024,20,20,PO24000015,71451110ER,משולש תח שמאל מזדה 2 15+,1611.71,סגורה,עומד לבוא
255083,21/08/2024,20,20,PO24000015,71620205ER,משולש תח שמאל 07 B3/04-08 B4+/אאוטבק 04-09,1457.10,סגורה,
255083,21/08/2024,20,20,PO24000015,72030203ER,מייצב קד שמאל דימקס 4X4,254.99,סגורה,עומד לבוא
255083,21/08/2024,20,20,PO24000015,72200102ER,מייצב קד ימין גרנד שירוקי 11+,464.65,סגורה,עומד לבוא
255083,21/08/2024,20,20,PO24000015,72200106ER,מייצב קד שמאל גרנד שירוקי 11+,464.65,סגורה,עומד לבוא
255083,21/08/2024,20,20,PO24000015,72491606ER,מייצב קד ימין פג'רו עד 00,409.60,סגורה,עומד לבוא
255083,21/08/2024,20,20,PO24000015,72491607ER,מייצב קד שמאל פג'רו עד 00,409.60,סגורה,עומד לבוא
255083,21/08/2024,20,20,PO24000015,72552726ER,מייצב קד ימין אלטימה עד 19/מקסימה 09+/פאת'פיינדר/אינפיניטי,443.60,סגורה,עומד לבוא
255083,21/08/2024,20,20,PO24000015,72552727ER,מייצב קד שמאל אלטימה עד 19/מקסימה 09+/פאת'פיינדר/אינפיניטי,443.60,סגורה,עומד לבוא
255083,21/08/2024,20,20,PO24000015,72620400ER,מייצב קד סוברו 12 XV+/פורסטר 13+/אאוטבק 10-15/סוברו B9,339.99,סגורה,
255083,21/08/2024,20,20,PO24000015,72680810ER,מייצב קד גרנד ויטרה 07-14,226.66,סגורה,
255083,21/08/2024,20,20,PO24000015,72900700ER,מייצב קד סורנטו 15+,372.37,סגורה,עומד לבוא
255083,21/08/2024,20,20,PO24000015,72962828ER,מייצב קד ספארק 10-16,275.23,סגורה,עומד לבוא
255083,21/08/2024,20,20,PO24000015,73310504ER,ק.ה ימין אקורד 03-08,351.32,סגורה,עומד לבוא
255083,21/08/2024,20,20,PO24000015,73310505ER,ק.ה שמאל אקורד 03-08,351.32,סגורה,עומד לבוא
255083,21/08/2024,20,20,PO24000015,73310605ER,ק.ה ימין ג'אז 09+/אינסייט,302.75,סגורה,עומד לבוא
255083,21/08/2024,20,20,PO24000015,73310923ER,ק.ה שמאל סיוויק 06-12 4 דלתות,357.79,סגורה,עומד לבוא
255083,21/08/2024,20,20,PO24000015,73491618ER,ק.ה ימין פג'רו 07+,367.51,סגורה,עומד לבוא
255083,21/08/2024,20,20,PO24000015,73941940ER,ק.ה ימין קנגו 99-08/מיקרה 06+/מגאן עד 03/קליאו 05-10/סניק,226.66,סגורה,עומד לבוא
255083,21/08/2024,20,20,PO24000015,73970105ER,ק.ה אבנג'ר 09-10/קליבר 09+/ג'ורני 09+/פטריוט 07+,314.89,סגורה,עומד לבוא
255083,21/08/2024,20,20,PO24000015,74372328ER,ב.ג תח שמאל לנדקרוזר עד 02,906.64,סגורה,
255083,21/08/2024,25,25,PO24000015,71390616ER,משולש תח ימין 12-18 I30/סיד 12-18,1980.23,סגורה,עומד לבוא
255083,21/08/2024,29,29,PO24000015,71391300ER,משולש תח ימין אקסנט 07-11/ריו 06-11,1969.59,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,71030200ER,משולש על ימין דימקס 4X4 04-11,2671.35,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,71030201ER,משולש על שמאל דימקס 4X4 04-11,2671.35,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,71371012ER,משולש על ימין לנדקרוזר 03-09,2075.15,סגורה,
255083,21/08/2024,30,30,PO24000015,71371013ER,משולש על שמאל לנדקרוזר 03-09,2075.15,סגורה,
255083,21/08/2024,30,30,PO24000015,71371510ER,משולש תח ימין קורולה 03-07,2262.14,סגורה,
255083,21/08/2024,30,30,PO24000015,71390348ER,משולש תח ימין 14-19 I10,2042.36,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,71390359ER,משולש תח שמאל 14-19 I10,2042.36,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,71451208ER,משולש תח ימין מזדה 3 09-12,3035.62,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,71451209ER,משולש תח שמאל מזדה 3 09-12,3035.62,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,71490800ER,משולש על ימין האנטר 07-14,2369.00,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,71491006ER,משולש תח ימין לנסר 04-07,2098.22,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,71491007ER,משולש תח שמאל לנסר 04-07,2202.64,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,71491612ER,משולש על ימין פג'רו 01-11,1970.72,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,71491613ER,משולש על שמאל פג'רו 01-11,1970.72,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,71550406ER,משולש תח ימין ג'וק 10-19,1639.23,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,71550407ER,משולש תח שמאל ג'וק 10-19,1639.23,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,71552618ER,משולש תח ימין אקו מיקרה 11+/אלמרה 15+,1578.52,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,71552619ER,משולש תח שמאל אקו מיקרה 11+/אלמרה 15+,1578.52,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,71580113ER,משולש תח שמאל אוקטביה 09+/גולף 08+,2424.85,סגורה,
255083,21/08/2024,30,30,PO24000015,71580116ER,משולש תח ימין אוקטביה 14+/גולף 14+/אאודי 14 A3+,2055.72,סגורה,
255083,21/08/2024,30,30,PO24000015,71580527ER,משולש תח שמאל פביה 07+/רומסטר/פולו 09+/איביזה 09+,1708.44,סגורה,
255083,21/08/2024,30,30,PO24000015,71620204ER,משולש תח ימין 07 B3/04-08 B4+/אאוטבק 04-09,2185.65,סגורה,
255083,21/08/2024,30,30,PO24000015,71800824ER,משולש תח ימין דובלו 10+,1942.80,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,71800825ER,משולש תח שמאל דובלו 10+,1942.80,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,71821236ER,משולש תח ימין פוקוס 06-10/וולוו 04 S40+ ב.ג 15,2671.35,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,72260500ER,מייצב קד ימין סיריון 06+,463.84,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,72310918ER,מייצב קד ימין סיוויק 06-12 4 דלתות,329.06,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,72310919ER,מייצב קד שמאל סיוויק 06-12 4 דלתות,329.06,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,72391430ER,מייצב קד ימין גטס,356.98,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,72391431ER,מייצב קד שמאל גטס,356.98,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,72392248ER,מייצב קד סנטה פה 13+,485.70,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,72392534ER,מייצב קד איוניק 17+/אלנטרה 16+/נירו 17+,461.41,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,72680500ER,מייצב קד אלטו 09+,421.34,סגורה,
255083,21/08/2024,30,30,PO24000015,72901306ER,מייצב קד פיקנטו 17+,480.84,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,73260501ER,ק.ה שמאל סיריון 06+,412.84,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,7337071ER,ק.ה ויגו 4X4,415.27,סגורה,
255083,21/08/2024,30,30,PO24000015,73371539ER,ק.ה שמאל קורולה 08+/אוריס 07+,551.26,סגורה,
255083,21/08/2024,30,30,PO24000015,73550310ER,ק.ה ימין אקסטרייל 15+,512.41,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,73550438ER,ק.ה ימין ג'וק 11+/סנטרה עד 19,485.70,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,73550439ER,ק.ה שמאל ג'וק 11+/סנטרה עד 19,485.70,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,73580105ER,ק.ה שמאל אוקטביה 05-12/גולף/יטי/קודיאק/קארוק/סופרב/גטה/פסאט,364.27,סגורה,
255083,21/08/2024,30,30,PO24000015,73620902ER,ק.ה ימין סובארו עד 84/טנדר,416.48,סגורה,
255083,21/08/2024,30,30,PO24000015,73901307ER,ק.ה ימין פיקנטו עד 16,500.27,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,73901308ER,ק.ה שמאל פיקנטו עד 16,500.27,סגורה,עומד לבוא
255083,21/08/2024,30,30,PO24000015,74371512ER,ב.ג תח קורולה 03-07/ראב 4 01-06/קרינה 97+,573.12,סגורה,
255083,21/08/2024,30,30,PO24000015,74780304ER,ב.ג תח T5,485.70,סגורה,
255083,21/08/2024,40,40,PO24000015,71490304ER,משולש תח ימין לנסר 08-17/אאוטלנדר 07-12,2818.67,סגורה,עומד לבוא
255083,21/08/2024,40,40,PO24000015,71490305ER,משולש תח שמאל לנסר 08-17/אאוטלנדר 07-12,2818.67,סגורה,עומד לבוא
255083,21/08/2024,40,40,PO24000015,71490801ER,משולש על שמאל האנטר 07-14,3158.66,סגורה,עומד לבוא
255083,21/08/2024,40,40,PO24000015,71580117ER,משולש תח שמאל אוקטביה 14+/גולף 14+/אאודי 14 A3+,2740.96,סגורה,
255083,21/08/2024,40,40,PO24000015,71620410ER,משולש תח ימין 18 XV+,4452.25,סגורה,עומד לבוא
255083,21/08/2024,40,40,PO24000015,72030202ER,מייצב קד ימין דימקס 4X4,509.98,סגורה,עומד לבוא
255083,21/08/2024,40,40,PO24000015,72491619ER,מייצב קד שמאל פג'רו 07+,738.26,סגורה,עומד לבוא
255083,21/08/2024,40,40,PO24000015,72550322ER,מייצב קד ימין אקסטרייל 15+/קולאוס 17+,890.45,סגורה,עומד לבוא
255083,21/08/2024,40,40,PO24000015,72550323ER,מייצב קד שמאל אקסטרייל 15+/קולאוס 17+,890.45,סגורה,עומד לבוא
255083,21/08/2024,40,40,PO24000015,72760904ER,מייצב קד ברלינגו 18+/פרטנר C4/+07 308/5008/3008/+18 פיקסו,398.27,סגורה,עומד לבוא
255083,21/08/2024,40,40,PO24000015,73391742ER,ק.ה ימין טוסון 15+/סונטה 15+/אופטימה 16+,781.97,סגורה,עומד לבוא
255083,21/08/2024,40,40,PO24000015,73391743ER,ק.ה שמאל טוסון 15+/סונטה 15+/אופטימה 15+,781.97,סגורה,עומד לבוא
255083,21/08/2024,40,40,PO24000015,73800900ER,ק.ה ימין דוקאטו 07+,715.59,סגורה,עומד לבוא
255083,21/08/2024,40,40,PO24000015,73800901ER,ק.ה שמאל דוקאטו 07+,715.59,סגורה,עומד לבוא
255083,21/08/2024,50,50,PO24000015,71451100ER,משולש תח ימין מזדה 2 07-14/פורד פיאסטה 09-16,2529.68,סגורה,עומד לבוא
255083,21/08/2024,50,50,PO24000015,71451101ER,משולש תח שמאל מזדה 2 07-14/פורד פיאסטה 09-16,2529.68,סגורה,עומד לבוא
255083,21/08/2024,50,50,PO24000015,71451433ER,משולש תח שמאל מזדה 6 13-16/מזדה 12-17 CX5,6235.17,סגורה,עומד לבוא
255083,21/08/2024,50,50,PO24000015,71580530ER,משולש תח ימין פביה 14+/רפיד 13+/פולו 09+/איביזה 09+,2800.87,סגורה,
255083,21/08/2024,50,50,PO24000015,71580531ER,משולש תח שמאל פביה 14+/רפיד 13+/פולו 09+/איביזה 09+,2800.87,סגורה,
255083,21/08/2024,50,50,PO24000015,71941928ER,משולש תח ימין קנגו 09+,2928.36,סגורה,עומד לבוא
255083,21/08/2024,50,50,PO24000015,71962631ER,משולש על ימין+שמאל סילברדו 11-18,5547.09,סגורה,עומד לבוא
255083,21/08/2024,50,50,PO24000015,73370818ER,ק.ה ויגו 15+,702.24,סגורה,
255083,21/08/2024,50,50,PO24000015,73371030ER,ק.ה לנדקרוזר 03-09,771.04,סגורה,
255083,21/08/2024,50,50,PO24000015,73451210ER,ק.ה ימין מזדה 3 עד 12/מזדה 5,708.31,סגורה,עומד לבוא
255083,21/08/2024,50,50,PO24000015,73451211ER,ק.ה שמאל מזדה 3 עד 12/מזדה 5,708.31,סגורה,עומד לבוא
255083,21/08/2024,50,50,PO24000015,73491614ER,ק.ה ימין פג'רו 01-06/האנטר,943.06,סגורה,עומד לבוא
255083,21/08/2024,50,50,PO24000015,73551926ER,ק.ה ימין קשקאי 08-13/אקסטרייל 07-14/קולאוס,880.33,סגורה,עומד לבוא
255083,21/08/2024,50,50,PO24000015,73551927ER,ק.ה שמאל קשקאי 08-13/אקסטרייל 07-14/קולאוס,880.33,סגורה,עומד לבוא
255083,21/08/2024,50,50,PO24000015,73551930ER,ק.ה ימין קשקאי 14+,900.56,סגורה,עומד לבוא
255083,21/08/2024,50,50,PO24000015,73551931ER,ק.ה שמאל קשקאי 14+,900.56,סגורה,עומד לבוא
255083,21/08/2024,50,50,PO24000015,73580104ER,ק.ה ימין אוקטביה 05-12/גולף/יטי/קודיאק/קארוק/סופרב/גטה/פסאט,607.12,סגורה,
255083,21/08/2024,50,50,PO24000015,73641200ER,ק.ה שמאל ברלינגו 08+/פיג'ו 308/פיג'ו 3008/פיג'ו 5008,773.07,סגורה,עומד לבוא
255083,21/08/2024,50,50,PO24000015,73641201ER,ק.ה ימין ברלינגו 08+/פיג'ו 308/פיג'ו 3008/פיג'ו 5008,773.07,סגורה,עומד לבוא
255083,21/08/2024,50,50,PO24000015,73941408ER,ק.ה ימין מגאן 16+ גרנד קופה,1139.37,סגורה,עומד לבוא
255083,21/08/2024,50,50,PO24000015,73941409ER,ק.ה שמאל מגאן 16+ גרנד קופה,1139.37,סגורה,
255083,21/08/2024,60,60,PO24000015,72390419ER,מייצב קד שמאל I20 עד 14/פיקנטו 11-16,755.26,סגורה,עומד לבוא
255083,21/08/2024,60,60,PO24000015,72941818ER,מייצב קד קליאו 06+/מיקרה 03-10/נוט 06+/טידה 07+,682.40,סגורה,עומד לבוא
255083,21/08/2024,60,60,PO24000015,73491002ER,ק.ה לנסר 08+/גרנדיס/אאוטלנדר ASX/+04,631.41,סגורה,עומד לבוא
255083,21/08/2024,70,70,PO24000015,71901225ER,משולש תח שמאל פורטה 13-18,6233.15,סגורה,עומד לבוא
255083,21/08/2024,70,70,PO24000015,72391306ER,מייצב קד ימין אקסנט 06+/ריו 05+,796.14,סגורה,עומד לבוא
255083,21/08/2024,100,100,PO24000015,71390664ER,משולש תח ימין I30 עד 11/סיד 09-12/פורטה 09-12,7188.36,סגורה,עומד לבוא
255083,21/08/2024,100,100,PO24000015,71390665ER,משולש תח שמאל I30 עד 11/סיד 09-12/פורטה 09-12,7188.36,סגורה,עומד לבוא
255083,21/08/2024,100,100,PO24000015,71451432ER,משולש תח ימין מזדה 6 13-16/מזדה 12-17 CX5,12470.34,סגורה,עומד לבוא
255083,21/08/2024,100,100,PO24000015,71551956ER,משולש תח שמאל קשקאי 14+/קדג'אר 16+,6322.19,סגורה,עומד לבוא
255083,21/08/2024,100,100,PO24000015,71941416ER,משולש תח ימין מגאן 09-15/פלואנס,5666.50,סגורה,עומד לבוא
255083,21/08/2024,100,100,PO24000015,71941417ER,משולש תח שמאל מגאן 09-15/פלואנס,5666.50,סגורה,עומד לבוא
255083,21/08/2024,100,100,PO24000015,72371508ER,מייצב קד קורולה 03-04 הברגה 10,1214.25,סגורה,
255083,21/08/2024,100,100,PO24000015,72390418ER,מייצב קד ימין I20 עד 14/פיקנטו 11-16,1258.77,סגורה,עומד לבוא
255083,21/08/2024,100,100,PO24000015,72391040ER,מייצב קד 10 IX35+/ספורטאז' 10+,1173.77,סגורה,עומד לבוא
255083,21/08/2024,100,100,PO24000015,72391307ER,מייצב קד שמאל אקסנט 06+/ריו 05+,1137.34,סגורה,עומד לבוא
255083,21/08/2024,100,100,PO24000015,72580506ER,מייצב קד פביה 01+/רומסטר/רפיד 13+/סיטיגו/סיאט מי,991.63,סגורה,
255083,21/08/2024,100,100,PO24000015,72821206ER,מייצב אח פוקוס 06+/מזדה 3 עד 12/מזדה 5/וולבו S40,1521.86,סגורה,עומד לבוא
255083,21/08/2024,191,191,PO24000015,71451212ER,משולש תח ימין מזדה 3 13-19,22496.40,סגורה,עומד לבוא
255083,21/08/2024,200,200,PO24000015,71371514ER,משולש תח ימין קורולה 08+/אוריס 07+/ורסו 09+ מושלם,17809.00,סגורה,
255083,21/08/2024,200,200,PO24000015,71371515ER,משולש תח שמאל קורולה 08+/אוריס 07+/ורסו 09+ מושלם,17809.00,סגורה,
255083,21/08/2024,200,200,PO24000015,71941420ER,משולש תח ימין מגאן 16+ גרנד קופה,12563.44,סגורה,
255083,21/08/2024,200,200,PO24000015,71941421ER,משולש תח שמאל מגאן 16+ גרנד קופה,12563.44,סגורה,
255083,21/08/2024,200,200,PO24000015,72371024ER,מייצב קד ימין לנדקרוזר 03-09/ויגו 4X4,3464.66,סגורה,
255083,21/08/2024,200,200,PO24000015,72371025ER,מייצב קד שמאל לנדקרוזר 03-09/ויגו 4X4,3464.66,סגורה,
255083,21/08/2024,200,200,PO24000015,72371506ER,מייצב קד קורולה 05-07/אבנסיס 04+ הברגה 12,2501.35,סגורה,
255083,21/08/2024,200,200,PO24000015,72641202ER,מייצב קד ברלינגו C4/+08 פיקסו 07+/פיג'ו 5008,3488.94,סגורה,עומד לבוא
255083,21/08/2024,300,300,PO24000015,71451204ER,משולש תח ימין מזדה 3 עד 08/מזדה 5,25499.25,סגורה,עומד לבוא
255083,21/08/2024,300,300,PO24000015,71451205ER,משולש תח שמאל מזדה 3 עד 08/מזדה 5,25499.25,סגורה,עומד לבוא
255083,21/08/2024,300,300,PO24000015,72300628ER,מייצב קד יונדאי 12 I35/+12 I25/+12 I30+/ולוסטר,4092.02,סגורה,עומד לבוא
255083,21/08/2024,500,500,PO24000015,72821204ER,מייצב קד פוקוס 06+/מזדה 3 עד 12/מזדה 5/וולבו S40,5443.88,סגורה,עומד לבוא
255084,14/10/2024,10,10,PO24000030,71240400ER,משולש תח ימין דוקר 12+/לודג'י 12+/סנדרו 13-20,450.75,אושר ספק,עומד לבוא
255084,14/10/2024,10,10,PO24000030,71310946ER,משולש תח ימין סיוויק 06-11 5 דלתות אלומניום,1867.14,אושר ספק,עומד לבוא
255084,14/10/2024,10,10,PO24000030,71371511ER,משולש תח שמאל קורולה 03-07,702.72,אושר ספק,עומד לבוא
255084,14/10/2024,10,10,PO24000030,71371518ER,משולש תח ימין קורולה 19+,820.78,אושר ספק,עומד לבוא
255084,14/10/2024,10,10,PO24000030,71801833ER,משולש תח שמאל פנדה 12+,514.12,אושר ספק,עומד לבוא
255084,14/10/2024,10,10,PO24000030,72962205ER,מייצב קד סוואנה 6.6 06+/סילברדו 01+/סאפרי/סיארה יוקון 00+,122.96,אושר ספק,עומד לבוא
255084,14/10/2024,10,10,PO24000030,73941941ER,ק.ה שמאל קנגו 99-08/מיקרה 06+/מגאן עד 03/קליאו 05-10/סניק,105.61,אושר ספק,עומד לבוא
255084,14/10/2024,10,10,PO24000030,74371256ER,ב.ג תח ימין סיינה 11+/לקסוס 10 RX530+,245.18,אושר ספק,עומד לבוא
255084,14/10/2024,10,10,PO24000030,74371258ER,ב.ג תח שמאל סיינה 11+/לקסוס 10 RX530+,245.18,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,70962202ER,מ.ה סוואנה 6.6 06+/סילברדו ז-ז,387.76,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,71030214ER,משולש על ימין דימקס 4X4 +12,1557.08,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,71030215ER,משולש על שמאל דימקס 4X4 +12,1557.08,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,71030222ER,משולש תח ימין דימקס 4X2 +12,3109.63,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,71041416ER,משולש תח ימין מוקה 14-20/טראקס 14-22,1508.80,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,71370854ER,משולש תח ימין ויגו 16+,2715.84,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,71371807ER,משולש תח שמאל ראב 4 07-12,1886.00,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,71371866ER,משולש תח ימין ראב 4 13-18/לקסוס 15 NX+,2455.57,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,71390457ER,משולש תח שמאל 14-19 I20,1282.48,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,71451110ER,משולש תח שמאל מזדה 2 15+,1502.01,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,71620205ER,משולש תח שמאל 07 B3/04-08 B4+/אאוטבק 04-09,1357.92,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,72030203ER,מייצב קד שמאל דימקס 4X4,237.63,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,72200102ER,מייצב קד ימין גרנד שירוקי 11+,433.02,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,72200106ER,מייצב קד שמאל גרנד שירוקי 11+,433.02,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,72491606ER,מייצב קד ימין פג'רו עד 00,381.72,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,72491607ER,מייצב קד שמאל פג'רו עד 00,381.72,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,72552726ER,מייצב קד ימין אלטימה עד 19/מקסימה 09+/פאת'פיינדר/אינפיניטי,413.41,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,72552727ER,מייצב קד שמאל אלטימה עד 19/מקסימה 09+/פאת'פיינדר/אינפיניטי,413.41,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,72620400ER,מייצב קד סוברו 12 XV+/פורסטר 13+/אאוטבק 10-15/סוברו B9,316.84,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,72680810ER,מייצב קד גרנד ויטרה 07-14,211.23,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,72900700ER,מייצב קד סורנטו 15+,347.02,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,72962828ER,מייצב קד ספארק 10-16,256.49,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,73310504ER,ק.ה ימין אקורד 03-08,327.40,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,73310505ER,ק.ה שמאל אקורד 03-08,327.40,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,73310605ER,ק.ה ימין ג'אז 09+/אינסייט,282.14,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,73310923ER,ק.ה שמאל סיוויק 06-12 4 דלתות,333.44,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,73491618ER,ק.ה ימין פג'רו 07+,342.49,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,73941940ER,ק.ה ימין קנגו 99-08/מיקרה 06+/מגאן עד 03/קליאו 05-10/סניק,211.23,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,73970105ER,ק.ה אבנג'ר 09-10/קליבר 09+/ג'ורני 09+/פטריוט 07+,293.46,אושר ספק,עומד לבוא
255084,14/10/2024,20,20,PO24000030,74372328ER,ב.ג תח שמאל לנדקרוזר עד 02,844.92,אושר ספק,עומד לבוא
255084,14/10/2024,25,25,PO24000030,71390616ER,משולש תח ימין 12-18 I30/סיד 12-18,1845.45,אושר ספק,עומד לבוא
255084,14/10/2024,29,29,PO24000030,71391300ER,משולש תח ימין אקסנט 07-11/ריו 06-11,1835.53,אושר ספק,עומד לבוא
255084,14/10/2024,30,30,PO24000030,71030200ER,משולש על ימין דימקס 4X4 04-11,2489.52,אושר ספק,עומד לבוא
255084,14/10/2024,30,30,PO24000030,71030201ER,משולש על שמאל דימקס 4X4 04-11,2489.52,אושר ספק,עומד לבוא
255084,14/10/2024,30,30,PO24000030,71371012ER,משולש על ימין לנדקרוזר 03-09,1933.90,אושר ספק,עומד לבוא
255084,14/10/2024,30,30,PO24000030,71371013ER,משולש על שמאל לנדקרוזר 03-09,1933.90,אושר ספק,עומד לבוא
255084,14/10/2024,30,30,PO24000030,71371510ER,משולש תח ימין קורולה 03-07,2108.17,אושר ספק,עומד לבוא
255084,14/10/2024,30,30,PO24000030,71390348ER,משולש תח ימין 14-19 I10,1903.35,אושר ספק,עומד לבוא
255084,14/10/2024,30,30,PO24000030,71390359ER,משולש תח שמאל 14-19 I10,1903.35,אושר ספק,עומד לבוא
255084,14/10/2024,30,30,PO24000030,71451208ER,משולש תח ימין מזדה 3 09-12,2829.00,אושר ספק,עומד לבוא
255084,14/10/2024,30,30,PO24000030,71451209ER,משולש תח שמאל מזדה 3 09-12,2829.00,אושר ספק,עומד לבוא
255084,14/10/2024,30,30,PO24000030,71490800ER,משולש על ימין האנטר 07-14,2207.75,אושר ספק,עומד לבוא
255084,14/10/2024,30,30,PO24000030,71491006ER,משולש תח ימין לנסר 04-07,1955.40,אושר ספק,עומד לבוא
255084,14/10/2024,30,30,PO24000030,71491007ER,משולש תח שמאל לנסר 04-07,2052.72,אושר ספק,עומד לבוא
255084,14/10/2024,30,30,PO24000030,71491612ER,משולש על ימין פג'רו 01-11,1836.58,אושר ספק,עומד לבוא
255084,14/10/2024,30,30,PO24000030,71491613ER,משולש על שמאל פג'רו 01-11,1836.58,אושר ספק,עומד לבוא
255084,14/10/2024,30,30,PO24000030,71550406ER,משולש תח ימין ג'וק 10-19,1527.66,אושר ספק,עומד לבוא
255084,14/10/2024,30,30,PO24000030,71550407ER,משולש תח שמאל ג'וק 10-19,1527.66,אושר ספק,עומד לבוא
255084,14/10/2024,30,30,PO24000030,71552618ER,משולש תח ימין אקו מיקרה 11+/אלמרה 15+,1471.08,אושר ספק,עומד לבוא
255084,14/10/2024,30,30,PO24000030,71552619ER,משולש תח שמאל אקו מיקרה 11+/אלמרה 15+,1471.08,אושר ספק,עומד לבוא
255084,14/10/2024,30,30,PO24000030,71580113ER,משולש תח שמאל אוקטביה 09+/גולף 08+,2259.80,אושר ספק,עומד לבוא
255084,14/10/2024,30,30,PO24000030,71580116ER,משולש תח ימין אוקטביה 14+/גולף 14+/אאודי 14 A3+,1915.79,אושר ספק,עומד לבוא
255084,14/10/2024,30,30,PO24000030,71580527ER,משולש תח שמאל פביה 07+/רומסטר/פולו 09+/איביזה 09+,1592.16,אושר ספק,עומד לבוא
