,מק'ט,תאור מוצר,תאור משפחה,מוצר משלים,מחיר קניה אחרון,כמות,כמות ביחידות מפעל,ערך שח,ערך תקן שח,ת. תפוגת תוקף
2136,41320909LPR,צ.ב קד XC90/S60 קוטר 316,צלחות,,0.0,12,12,763.68,797.4,
2137,41321100LPR,צ.ב קד S80/S60 גלגל 15 קוטר 286,צלחות,,0.0,-2,-2,-135.0,-152.0,
2138,41321103BRECO,צ.ב אח 302 +07 S80,צלחות,,0.0,4,4,360.0,360.0,
2139,41321104BREMBO,צ.ב קד S80 עד S60/06 עד 09/וולוו V70 קוטר 305,צלחות,,0.0,2,2,242.0,242.0,
2140,41321104LPR,צ.ב קד 10 V70/+11 XC70/+10 S80+ קוטר 316,צלחות,,0.0,12,12,1145.52,1145.52,
2141,41321105LONGKOU,צ.ב קד V40/S40/כריזמה אייר קוטר 281,צלחות,,0.0,100,100,3879.0,3879.0,
2142,41321106BREMBO,צ.ב אח V70/S60/S80 קוטר 288,צלחות,,0.0,1,1,67.0,67.0,
2143,41321112BREMBO,צ.ב קד וולוו S80 מ 10+ / וולוו XC70 מ 11+ / וולוו V70 מ 0,צלחות,,0.0,0,0,0.0,0.0,
2144,41321191LONGKOU,צ.ב קד 10 V70/+11 XC70/+10 S80+ קוטר 316,צלחות,,0.0,104,104,5688.8,5688.8,
2145,41321195BRECO,צ.ב קד S80 עד S60/06 עד 09/וולוו V70 קוטר 305,צלחות,,0.0,6,6,636.0,636.0,
2146,41321199LONGKOU,צ.ב אח V70/S60/S80 קוטר 288,צלחות,,0.0,48,48,1878.24,1878.24,
2147,41321514BREMBO,צ.ב קד XC60 קוטר 328,צלחות,,0.0,2,2,336.0,336.0,
2148,41322011BRECO,צ.ב קד וולוו 240 74-93 דגם ATE קוטר 264,צלחות,,0.0,4,4,260.0,260.0,
2149,41370117LONGKOU,צ.ב קד מונדאו 08+/גלקסי/אסמקס/07 S80/+10 S60+ קוטר 300,צלחות,,0.0,6,6,261.48,294.3,
2150,41370302LPR,צ.ב קד אבנסיס 09+ קוטר 295,צלחות,,19.1,12,12,963.12,1107.36,
2151,41370325LONGKOU,צ.ב קד אבנסיס 09+ קוטר 295,צלחות,,11.01,4,4,166.6,191.36,
2152,41370410LPR,צ.ב קד אוריס 08+ קוטר 273,צלחות,,0.0,4,4,233.52,0.0,
2153,41370433LONGKOU,צ.ב אח אבנסיס 09+ קוטר 290,צלחות,,0.0,-4,-4,-90.4,-122.4,
2154,41370537LONGKOU,צ.ב קד אוריס 08+ קוטר 273,צלחות,,0.0,88,88,2489.52,3326.4,
2155,41370538LPR,צ.ב קד אייגו/C1/107 קוטר 247,צלחות,,0.0,4,4,158.4,177.6,
2156,41370639LONGKOU,צ.ב קד אייגו/C1/107 קוטר 247,צלחות,,0.0,-10,-10,-197.3,-273.0,
2157,41370700LPR,צ.ב קד הייאס 97-10 קוטר 285,צלחות,,0.0,4,4,190.52,232.4,
2158,41370702BREMBO,צ.ב קד היילוקס 98 4X4 + 4X2+ אוטומט קוטר 289,צלחות,,0.0,2,2,124.0,124.0,
2159,41370742LPR,צ.ב קד היילוקס 98 4X4 + 4X2+ אוטומט קוטר 289,צלחות,,0.0,0,0,0.0,0.0,
2160,41370745LONGKOU,צ.ב קד הייאס 97-10 קוטר 285,צלחות,,0.0,-3,-3,-88.65,-144.99,
2161,41370753LONGKOU,צ.ב קד היילוקס 98 4X4 + 4X2+ אוטומט קוטר 289,צלחות,,0.0,16,16,409.28,564.8,
2162,41370755BRECO,צ.ב קד ויגו 4X2 קוטר 256,צלחות,,0.0,2,2,144.0,144.0,
2163,41370810BREMBO,צ.ב קד ויגו 10+ קוטר 319,צלחות,,0.0,1,1,73.62,92.0,
2164,41370828LPR,צ.ב קד ויגו 4X4 06-10 קוטר 296,צלחות,,0.0,4,4,239.36,268.8,
2165,41370830LPR,צ.ב קד ויגו 10+ קוטר 319,צלחות,,17.49,18,18,1341.18,1512.0,
2166,41370857LONGKOU,צ.ב קד היילוקס 4X2 עד 05 גיר רגיל קוטר 257,צלחות,,0.0,10,10,188.7,351.6,
2167,41370863BRECO,צ.ב קד ויגו 06-10 קוטר 275,צלחות,,0.0,4,4,476.0,476.0,
2168,41370863LONGKOU,צ.ב קד ויגו 4X2 קוטר 256,צלחות,,7.12,16,16,412.64,536.96,
2169,41370865LONGKOU,צ.ב קד ויגו 4X4 06-10 קוטר 296,צלחות,,0.0,211,211,5844.7,8207.9,
2170,41370906LONGKOU,צ.ב קד יאריס 1.3 07+ 4 חורים קוטר 258,צלחות,,6.98,-2,-2,-50.56,-54.0,
2171,41370908LONGKOU,צ.ב קד יאריס 14+ היבריד קוטר 280,צלחות,,0.0,0,0,0.0,0.0,
2172,41370932LPR,צ.ב קד יאריס 99-06 קוטר 235,צלחות,,0.0,2,2,57.06,69.8,
2173,41370969LONGKOU,צ.ב קד ויגו 10+ קוטר 319,צלחות,,12.09,28,28,1226.12,1276.8,
2174,41370992ROKET,צ.ב אח' יאריס מ07,צלחות,,0.0,26,26,0.0,1118.0,
2175,41371016BREMBO,צ.ב קד לנדקרוזר 03-09 קוטר 338,צלחות,,0.0,1,1,86.14,107.0,
2176,41371020BREMBO,צ.ב קד לנדקרוזר 10+ קוטר 338,צלחות,,0.0,4,4,412.0,412.0,
2177,41371022LPR,צ.ב קד לנדקרוזר 03-09 קוטר 338,צלחות,,20.53,-2,-2,-164.98,-164.2,
2178,41371024LPR,צ.ב אח לנדקרוזר 92-10 קוטר 312,צלחות,,0.0,2,2,124.16,140.0,
2179,41371026LPR,צ.ב קד לנדקרוזר 10+ קוטר 338,צלחות,,21.76,0,0,0.0,0.0,
2180,41371080LONGKOU,צ.ב קד לנדקרוזר 10+ קוטר 338,צלחות,,0.0,0,0,0.0,0.0,
2181,41371081LONGKOU,צ.ב קד יאריס 99-06 קוטר 235,צלחות,,0.0,6,6,99.72,134.4,
2182,41371085BRECO,צ.ד לנדקרוזר +338X28X67 03 קוטר 338,צלחות,,0.0,-4,-4,-376.0,-376.0,
2183,41371087LONGKOU,צ.ב קד לנדקרוזר 98-02/פרדו קוטר 319,צלחות,,0.0,-2,-2,-48.72,-74.58,
2184,41371089LONGKOU,צ.ב קד לנדקרוזר 03-09 קוטר 338,צלחות,,0.0,24,24,1440.96,1440.96,
2185,41371193LONGKOU,צ.ב אח לנדקרוזר 92-10 קוטר 312,צלחות,,8.53,2,2,64.54,74.16,
2186,41371208LONGKOU,צ.ב קד סיינה 11+/ראב 09 RX350/+13 4+ קוטר 328 גובה 50,צלחות,,0.0,210,210,8360.1,11508.0,
2187,41371234BREMBO,צ.ב קד סיינה 11+ / ראב 4 13+ / לקסוס 350-RX קוטר 328,צלחות,,0.0,-14,-14,-1621.9,-1621.9,
2188,41371407BRECO,צ.ב קד פריוס 00-04 4 חורים קוטר 254,צלחות,,0.0,16,16,1472.0,1472.0,
2189,41371436LONGKOU,צ.ב קד פריוס 16+ קוטר 255,צלחות,,0.0,178,178,4467.8,5001.8,
2190,41371443LONGKOU,"צ.ב אח צ.ב אח' טויוטה אוונסיס מ09, פריוס מ11",צלחות,,0.0,214,214,5775.86,7447.2,
2191,41371444LPR,צ.ב קד פריוס 09+/לקסוס 11 CT200H+ קוטר 255,צלחות,,15.77,0,0,0.0,0.0,
2192,41371456LONGKOU,צ.ב אח פריוס 09+ קוטר 259,צלחות,,0.0,72,72,1244.88,1663.2,
2193,41371506LPR,צ.ב קד קורולה 93-02 קוטר 255,צלחות,,0.0,-2,-2,-73.7,-82.8,
2194,41371508LPR,צ.ב קד קורולה 03-07 קוטר 254,צלחות,,11.04,14,14,658.7,742.0,
2195,41371512LPR,צ.ב קד קורולה 08+ קוטר 275,צלחות,,12.16,38,38,2276.58,2420.98,
2196,41371514LPR,צ.ב אח קורולה 08-12/אוריס 1.8 11+ קוטר 259,צלחות,,0.0,4,4,130.8,140.0,
2197,41371516LPR,צ.ב קד קורולה 13+/אוריס 14+ קוטר 277,צלחות,,13.68,0,0,0.0,0.0,
2198,41371517LONGKOU,צ.ב קד פריוס 09+/לקסוס 11 CT200H+ קוטר 255,צלחות,,0.0,0,0,0.0,0.0,
2199,41371518LPR,צ.ב אח קורולה 13+/אוריס 08+ קוטר 270,צלחות,,8.97,8,8,303.12,301.6,
2200,41371525LONGKOU,צ.ב קד קורולה 93-02 קוטר 255,צלחות,,0.0,0,0,0.0,0.0,
2201,41371527LONGKOU,צ.ב קד קורולה 03-07 קוטר 254,צלחות,,0.0,16,16,420.96,473.92,
2202,41371528LONGKOU,צ.ב קד קורולה 19+ קוטר 282,צלחות,,8.25,534,534,16634.1,20676.48,
2203,41371528ROKET,צ.ב קד קורולה 19+ קוטר 282 מחורר,צלחות,,0.0,0,0,0.0,0.0,
2204,41371530LONGKOU,צ.ב אח קורולה 19+ קוטר 274,צלחות,,0.0,4,4,78.52,97.6,
2205,41371531LONGKOU,צ.ב קד קורולה 08+ קוטר 275,צלחות,,7.09,304,304,8132.0,10117.12,
2206,41371537LONGKOU,צ.ב קד קורולה 13+/אוריס 14+ קוטר 277,צלחות,,8.32,180,180,5650.2,7029.0,
2207,41371548ROKET,צ.ב אח' קורולה מ13 אאוריס מ13,צלחות,,0.0,14,14,0.0,476.0,
2208,41371550ROKET,צ.ב אח קורולה 08-12 / אוריס 1.8 היבריד קוטר 259,צלחות,,0.0,0,0,0.0,0.0,
2209,41371554CARASO,צ.ב אח קורולה 08-12 / אוריס 1.8 היבריד קוטר 259,צלחות,,0.0,4,4,0.0,140.0,
2210,41371585ROKET,צ.ב קד קורולה 13+/אוריס 14+ קוטר 277,משפחת מוצר כללית,,0.0,0,0,0.0,0.0,
2211,41371639BRECO,צ.ב קד קמרי 91-01 ורסו 03+ / פרוויה 00+ קוטר 275,צלחות,,0.0,2,2,96.0,96.0,
2212,41371641LONGKOU,צ.ב אח קורולה 13+/אוריס 08+ קוטר 270,צלחות,,0.0,6,6,130.02,186.0,
2213,41371801ROCKET,צ.ב קד ראב 4 היברידי/סיינה מ11/קמרי היברידי קוטר 328 מחורר,צלחות,,0.0,2,2,0.0,70.0,
2214,41371818LONGKOU,צ.ב קד ראב 4 מ14 סיינה מ11 מ לקסוס RX350 מ09 גובה 50,צלחות,,0.0,208,208,8607.04,11606.4,
2215,41371818ROKET,צ.ב אח' טויוטה ראב 4 מ07,צלחות,,0.0,51,51,0.0,1785.0,
2216,41371834LPR,צ.ב קד ראב 4 01-06/אוריס 07+ קוטר 275,צלחות,,0.0,4,4,198.04,222.4,
2217,41371836LPR,צ.ב קד ראב 4 07+/קמרי 07+/אוריס 1.8 11+ קוטר 296,צלחות,,15.12,9,9,571.86,657.45,
2218,41371855BRECO,צ.ב קד ראב 4 01-06/אוריס 07+ קוטר 275,צלחות,,0.0,2,2,156.0,156.0,
2219,41371857LONGKOU,צ.ב קד ראב 4 01-06/אוריס 07+ קוטר 275,צלחות,,0.0,24,24,943.92,943.92,
2220,41371932BREMBO,צ.ב קד ראב 4 07+/קמרי 07+/אוריס 1.8 11+ קוטר 296,צלחות,,0.0,4,4,348.0,348.0,
2221,41372314BREMBO,צ.ב קד לנדקרוזר 98-02/פרדו קוטר 319,צלחות,,0.0,2,2,176.0,176.0,
2222,41372320LPR,צ.ב קד לנדקרוזר 98-02/פרדו קוטר 319,צלחות,,0.0,4,4,145.04,176.56,
2223,41372929LONGKOU,צ.ב קד 16 CHR+ קוטר 299,צלחות,,0.0,8,8,330.32,371.76,
2224,41372930LONGKOU,צ.ב אח 16 CHR+ קוטר 281,צלחות,,0.0,18,18,333.18,509.76,
2225,41372931LONGKOU,צ.ב אח קמרי היברידי מCHR / 18 מ16 לקסוס NX200,צלחות,,0.0,248,248,6284.32,6844.8,
2226,41380665BRECO,צ.ב אח לקסוס 04-09 RX קוטר 288,צלחות,,0.0,6,6,498.0,498.0,
2227,41390136LPR,צ.ב קד H1/03-06 H1 טראק 03+ קוטר 274,צלחות,,0.0,4,4,193.08,211.68,
2228,41390167LONGKOU,צ.ב קד ראב 4 07+/קמרי 07+/אוריס 1.8 11+ קוטר 296,צלחות,,9.45,131,131,4670.15,5811.16,
2229,41390171LONGKOU,צ.ב קד H1 עד L400/02/ספייס גיר קוטר 254,צלחות,,0.0,64,64,1957.12,1957.12,
2230,41390273BRECO,צ.ב קד יונדאי H100 + טראק 93-04 קוטר 253,צלחות,,0.0,4,4,300.0,300.0,
2231,41390301ROCKET,צ.ב קד I10 מ14 מחורר קוטר 252,צלחות,,0.0,2,2,0.0,0.0,
2232,41390306LONGKOU,צ.ב קד יונדאי I10 מ 08-13 / פיקנטו 11+ קוטר 241,צלחות,,0.0,-10,-10,-143.7,-220.3,
2233,41390308LPR,צ.ב קד 08-13 I10/פיקנטו 11+ קוטר 241,צלחות,,0.0,18,18,949.5,988.2,
2234,41390310LPR,צ.ב אח 08-13 I10/פיקנטו 11+ קוטר 234,צלחות,,0.0,8,8,249.76,280.0,
2235,41390312LPR,צ.ב קד 14 I10+ קוטר 252,צלחות,,11.87,5,5,249.4,286.75,
2236,41390330LONGKOU,צ.ב אח 14 I10+ קוטר 234,צלחות,,0.0,24,24,392.64,460.8,
2237,41390335ROKET,צ.ב אח I10 14+ קוטר 234,צלחות,,0.0,22,22,0.0,946.0,
2238,41390371LONGKOU,צ.ב קד 14 I10+ קוטר 252,צלחות,,6.37,6,6,144.12,166.5,
2239,41390379LONGKOU,צ.ב קד H1/03-06 H1 טראק 03+ קוטר 274,צלחות,,0.0,-2,-2,-69.62,-69.62,
2240,41390381LONGKOU,צ.ב קד 08-13 I10/פיקנטו 11+ קוטר 241,צלחות,,5.21,140,140,2755.2,3423.0,
2241,41390416BREMBO,צ.ב קד I25/+14 I20/ריו 12+ קוטר 256,צלחות,,0.0,0,0,0.0,0.0,
2242,41390444ROKET,צ.ב אח I25/+14 I20/ריו 12+ קוטר 260 מחורר,צלחות,,0.0,10,10,0.0,500.0,
2243,41390447ROKET,צ.ב קד I25/+14 I20/ריו 12+ קוטר 256,צלחות,,0.0,0,0,0.0,0.0,
2244,41390514LPR,צ.ב קד I25/+14 I20/ריו 12+ קוטר 256,צלחות,,0.0,70,70,4095.7,4620.0,
2245,41390516LPR,צ.ב אח I25/+14 I20/ריו 12+ קוטר 260,צלחות,,0.0,0,0,0.0,0.0,
2246,41390583LONGKOU,צ.ב אח 08-13 I10/פיקנטו 11+ קוטר 234,צלחות,,4.69,16,16,283.84,324.48,
2247,41390585LONGKOU,צ.ב קד I25/+14 I20/ריו 12+ קוטר 256,צלחות,,6.58,30,30,746.7,861.0,
2248,41390601ORG,צ.ב קד I30 עד 11/טוסון עד 08/סונטה 05+/ ספורטאג' קוטר 280,צלחות,,0.0,2,2,235.98,281.2,
2249,41390601ROYAL,צ.ב קד I30 עד 11 / טוסון עד 08 / סונטה מ05 / סיד מחורר,צלחות,,0.0,34,34,0.0,1700.0,
2250,41390606LONGKOU,צ.ב קד יונדאי I30 מ12 / סיד מI35 / 13 / פורטה מ13 קוטר 280,צלחות,,0.0,-6,-6,-142.26,-218.1,
2251,41390610ORG,צ.ב קד 17 I30+ קוטר 345,צלחות,,53.16,8,8,1556.08,1913.6,
2252,41390612BREMBO,צ.ב קד 12 I30/I35+/וולוסטר/פורטה 13+/סיד 13+ קוטר 280,צלחות,,0.0,2,2,143.14,178.0,
2253,41390622LPR,צ.ב קד 12 I30/I35+/וולוסטר/פורטה 13+/סיד 13+ קוטר 280,צלחות,,13.18,10,10,690.4,690.4,
2254,41390666ROKET,צ.ב אח  IX35/+08 I30+/סיד 07+ קוטר 262,צלחות,,0.0,74,74,0.0,2738.0,
2255,41390687LONGKOU,צ.ב אח I25/+14 I20/ריו 12+ קוטר 260,צלחות,,0.0,-4,-4,-92.48,-107.64,
2256,41390689LONGKOU,צ.ב אח 10 IX35/+08 I30+/סיד 07+ קוטר 262,צלחות,,6.1,6,6,132.6,143.4,
2257,41390702ORG,צ.ב קד 12 I30/I35+/וולוסטר/פורטה 13+/סיד 13+ קוטר 280,צלחות,,0.0,-10,-10,-1213.0,-1492.0,
2258,41390707ROKET,צ.ב קד 12 I30/I35+/וולוסטר/פורטה 13+/סיד 13+ קוטר 280,צלחות,,0.0,-20,-20,0.0,-1420.0,
2259,41390724LPR,צ.ב אח 12 I30/I35+/פורטה 13+/סיד 13+ קוטר 262,צלחות,,0.0,0,0,0.0,0.0,
2260,41390791LONGKOU,צ.ב קד 12 I30/I35+/וולוסטר/פורטה 13+/סיד 13+ קוטר 280,צלחות,,7.93,534,534,15971.94,19875.48,
2261,41390808LONGKOU,צ.ב קד סונטה 12 I40/+15+/אופטימה 12+/אאוטלנדר 18+ קוטר 320,צלחות,,0.0,6,6,211.98,211.98,
2262,41390820LPR,צ.ב אח 10 IX35/+08 I30+/סיד 07+ קוטר 262,צלחות,,0.0,2,2,72.02,78.96,
2263,41390895LONGKOU,צ.ב אח I40,צלחות,,0.0,112,112,3174.08,3174.08,
2264,41390897LONGKOU,צ.ב אח 12 I30/I35+/פורטה 13+/סיד 13+ קוטר 262,צלחות,,0.0,86,86,2088.94,2351.24,
2265,41390899LONGKOU,צ.ב קד סונטה 12 I40/+15+/אופטימה 12+/אאוטלנדר 18+ קוטר 320,צלחות,,0.0,16,16,888.64,888.64,
2266,41390901LONGKOU,צ.ב אח 12 I40+ קוטר 284,צלחות,,0.0,66,66,1772.1,1772.1,
2267,41390909LPR,צ.ב קד I800 קוטר 300,צלחות,,0.0,2,2,208.72,236.0,
2268,41391103LONGKOU,צ.ב קד I800 קוטר 300,צלחות,,0.0,2,2,93.52,125.2,
2269,41391207LONGKOU,צ.ב קד אטוס + פריים 98-03 קוטר 228,צלחות,,0.0,78,78,1496.82,1496.82,
2270,41391311BRECO,צ.ב קד אקסנט עד 99 קוטר 242,צלחות,,0.0,4,4,184.0,184.0,
2271,41391313LONGKOU,צ.ב קד אקסנט עד 99 קוטר 242,צלחות,,0.0,6,6,152.16,152.16,
2272,41391315BRECO,צ.ב קד אקסנט 00-06 קוטר 240,צלחות,,0.0,4,4,288.0,288.0,
2273,41391317LONGKOU,צ.ב קד אקסנט 00-06 קוטר 240,צלחות,,0.0,42,42,774.06,978.6,
2274,41391319LONGKOU,צ.ב קד אקסנט 08 I20/+07+/ריו 05-10 קוטר 256,צלחות,,6.42,15,15,364.05,419.85,
2275,41391326LPR,צ.ב קד אקסנט 00-06 קוטר 240,צלחות,,0.0,14,14,413.84,444.64,
2276,41391328LPR,צ.ב קד אקסנט 08 I20/+07+/ריו 05-10 קוטר 256,צלחות,,0.0,40,40,2130.0,2400.0,
2277,41391352ROKET,צ.ב אח אקסנט מ07 262 קוטר,צלחות,,0.0,29,29,0.0,1160.0,
2278,41391423LONGKOU,צ.ב אח אקסנט 07+/גטס I20/+06/ריו 05-10 קוטר 262,צלחות,,0.0,88,88,2588.96,2588.96,
2279,41391425LONGKOU,צ.ב קד גטס עם ABS קוטר 256,צלחות,,0.0,24,24,651.84,733.44,
2280,41391425LPR,צ.ב קד גטס בלי ABS קוטר 241,צלחות,,11.25,-2,-2,-90.42,-90.0,
2281,41391429BRECO,צ.ב קד גטס עם ABS קוטר 256,צלחות,,0.0,2,2,152.0,152.0,
2282,41391700LONGKOU,צ.ד טוסון 15+ / קיה ספורטאג +305X25X47 15,צלחות,,0.0,-24,-24,-1185.6,-1185.6,
2283,41391700LPR,צ.ב קד טוסון 15+/ספורטאז 15+/סונטה 15+/ מצופה קראמי,צלחות,,19.55,6,6,499.8,564.0,
2284,41391701ROCKET,צ.ב אח טוסון מ15 / ספורטאג' מ15,צלחות,,0.0,2,2,0.0,0.0,
2285,41391706ORG,צ.ב קד טוסון 15+/ספורטאז 15+/סונטה 18 I30/+15+/קונה/סיד 19+,צלחות,,37.84,-2,-2,-276.92,-340.6,
2286,41391708LPR,צ.ב קד טוסון 15+/ספורטאז 15+/סונטה 18 I30/+15+/קונה/סיד 19+,צלחות,,17.32,24,24,1839.6,2115.12,
2287,41391714LONGKOU,צ.ב אח טוסון 15+/ספורטאג' 15+ קוטר 302,צלחות,,0.0,4,4,129.24,145.48,
2288,41391717ROKET,צ.ב קד טוסון 15+/ספורטאז 15+/סונטה I30/+15 18+/קונה,צלחות,,0.0,0,0,0.0,0.0,
2289,41391718LPR,צ.ב קד I30 עד 11/טוסון עד 08/סונטה 05+/ ספורטאג' קוטר 280,צלחות,,0.0,51,51,2723.91,2986.56,
2290,41391733LONGKOU,צ.ב קד גטס בלי ABS קוטר 241,צלחות,,6.09,38,38,875.52,1165.46,
2291,41391735LONGKOU,צ.ב קד I30 עד 11/טוסון עד 08/סונטה 05+/ ספורטאג' קוטר 280,צלחות,,8.5,294,294,9425.64,11730.6,
2292,41391737LONGKOU,צ.ב אח טוסון 4X2 06-08/סונטה 2.4 06+/מג'נטיס 07+ 260,צלחות,,0.0,10,10,199.3,274.0,
2293,41391743LONGKOU,צ.ב קד טוסון 15+/ספורטאז 15+/סונטה 18 I30/+15+/קונה/סיד 19+,צלחות,,9.31,649,649,22799.37,28361.3,
2294,41391746LONGKOU,צ.ב קד טוסון 15+/ספורטאג' 15+/אקסיד קוטר 305,צלחות,,0.0,2,2,0.0,0.0,
2295,41391775LONGKOU,צ.ב יונדאי טוסון מ21 קוטר 325,צלחות,,9.2,140,140,4858.0,6045.2,
2296,41391841LONGKOU,צ.ב אח טוסון 10 IX35/4X4 01-08+/סנטה פה קוטר 284,צלחות,,0.0,-2,-2,-65.64,-65.64,
2297,41391843BRECO,צ.ב קד טראג'ט 01+/סנטה פה 01-06 גלגל 15 קוטר 276,צלחות,,0.0,4,4,240.0,240.0,
2298,41391947LONGKOU,צ.ב קד טרקאן עד 04 קוטר 280,צלחות,,0.0,-2,-2,-94.48,-94.48,
2299,41392053BRECO,צ.ב קד מטריקס 1.6 08+ קוטר 257,צלחות,,0.0,16,16,928.0,928.0,
2300,41392102LPR,צ.ב קד סונטה 99-04/מטריקס 01+ קוטר 260,צלחות,,0.0,28,28,1758.68,1758.68,
2301,41392104LPR,צ.ב קד IX35/טוסון 09+/ספורטאג' 11+/סונטה 06+ קוטר 300,צלחות,,19.21,4,4,402.6,402.6,
2302,41392115ROKET,צ.ב אח אלנטרה מ05/סונטה מ11,צלחות,,0.0,57,57,0.0,2394.0,
2303,41392157LONGKOU,צ.ב קד מטריקס 1.6 08+ קוטר 257,צלחות,,0.0,6,6,219.3,219.3,
2304,41392161LONGKOU,צ.ב קד סונטה 99-04/מטריקס 01+ קוטר 260,צלחות,,0.0,34,34,1000.96,1000.96,
2305,41392202ORG,צ.ב קד סנטה פה 13+/סורנטו 15+ קוטר 320,צלחות,,0.0,-2,-2,-311.66,-371.4,
2306,41392206LONGKOU,צ.ב קד סנטה פה 13+/סורנטו 15+ קוטר 320,צלחות,,0.0,4,4,194.16,259.6,
2307,41392216BREMBO,צ.ב קד סנטה פה 07+/סורנטו 10+ קוטר 320,צלחות,,0.0,8,8,1120.0,1120.0,
2308,41392232LPR,צ.ב קד סנטה פה 07+/סורנטו 10+ קוטר 320,צלחות,,0.0,12,12,1246.92,1404.0,
2309,41392263LONGKOU,צ.ב קד IX35/טוסון 09+/ספורטאג' 11+/סונטה 06+ קוטר 300,צלחות,,10.67,150,150,6039.0,7512.0,
2310,41392265BRECO,צ.ב קד סנטה פה 01-06 גלגל 16 קוטר 294,צלחות,,0.0,2,2,194.0,194.0,
2311,41392274LONGKOU,צ.ב קד סנטה פה 07+/סורנטו 10+ קוטר 320,צלחות,,14.2,54,54,2777.76,3353.4,
2312,41392277LONGKOU,צ.ב קד סנטה פה 06-08 קוטר 302,צלחות,,0.0,2,2,89.5,89.5,
2313,41392438LPR,צ.ב אח לנטרה/אלנטרה קוטר 258,צלחות,,0.0,0,0,0.0,0.0,
2314,41392473BRECO,צ.ב קד לנטרה עד 98 קוטר 257,צלחות,,0.0,8,8,448.0,448.0,
2315,41392475LONGKOU,צ.ב אח סנטה פה 09-14/טוסון 09+/סורנטו 10-14 קוטר 302,צלחות,,0.0,-4,-4,-114.12,-152.8,
2316,41392477BRECO,צ.ב קד לנטרה 96-98/אלנטרה מ 01 קוטר 258,צלחות,,0.0,6,6,348.0,348.0,
2317,41392479LONGKOU,צ.ב קד לנטרה עד 98 קוטר 257,צלחות,,0.0,60,60,1700.4,1700.4,
2318,41392481BRECO,צ.ב קד לנטרה 99+/אלנטרה עד 02/סונטה 96-01 קוטר 257,צלחות,,0.0,2,2,144.0,144.0,
2319,41392502ROCKET,צ.ב קד איוניק מ16 / נירו מ17 מחורר קוטר 280,צלחות,,0.0,2,2,0.0,142.0,
2320,41392520ROKET,צ.ב אח' איוניק מ16 אופטימה 2.4 2.0 מ12 סיד מ18,צלחות,,0.0,40,40,0.0,1360.0,
2321,41392525LONGKOU,צ.ב אח' איוניק נירו היבריד 1.6 אלנטרה מ16,צלחות,,0.0,184,184,3404.0,4563.2,
2322,41392526LONGKOU,צ.ב קד איוניק 16+/נירו 17+ קוטר 280,צלחות,,7.88,374,374,11115.28,13834.26,
2323,41392558ROKET,צ.ב אח' איוניק נירו היבריד 1.6 אלנטרה מ16,צלחות,,0.0,10,10,0.0,490.0,
2324,41392701LPR,צ.ב קד יונדאי 15+ H350,צלחות,,0.0,2,2,194.48,194.48,
2325,41392701ORG,צ.ב קד H350 קוטר 300,צלחות,,0.0,1,1,158.58,189.0,
2326,41392702LPR,צ.ב אח יונדאי 15+ H350,צלחות,,22.2,4,4,356.8,355.2,
2327,41400387BRECO,צ.ב קד לנצ'יה קאפה 2.0 94-98 קוטר 281,צלחות,,0.0,6,6,600.0,600.0,
2328,41450289LONGKOU,צ.ב קד לנטרה 99+/אלנטרה עד 02/סונטה 96-01 קוטר 257,צלחות,,0.0,2,2,57.68,57.68,
2329,41450291BRECO,צ.ב קד מזדה B2000/מזדה E2000/בסטה קוטר 256,צלחות,,0.0,16,16,688.0,688.0,
2330,41450393LONGKOU,צ.ב קד מזדה B2000/מזדה E2000/בסטה קוטר 256,צלחות,,0.0,2,2,31.82,31.82,
2331,41450395LONGKOU,צ.ב קד מזדה 4X2 BT50/+97 B2500 קוטר 256,צלחות,,0.0,2,2,44.94,60.2,
2332,41450418LPR,צ.ב קד מזדה 07 4X4 BT50/+03 B2500+ קוטר 289,צלחות,,0.0,2,2,191.8,191.8,
2333,41450625LPR,צ.ב קד 99-02 MPV קוטר 274,צלחות,,0.0,12,12,1032.0,1032.0,
2334,41451003LONGKOU,צ.ב קד 03 MPV+,צלחות,,0.0,38,38,1375.98,1900.0,
2335,41451005BRECO,צ.ב קד לנטיס עד MX3/98 קוטר 257,צלחות,,0.0,12,12,660.0,660.0,
2336,41451007LONGKOU,צ.ב קד לנטיס עד MX3/98 קוטר 257,צלחות,,0.0,50,50,1566.5,1566.5,
2337,41451009LONGKOU,צ.ב אח לנטיס 99+ קוטר 260,צלחות,,0.0,66,66,1608.42,1608.42,
2338,41451020LPR,צ.ב קד לנטיס 1.8 99+/לנטיס 1.6 02+/טריסר קוטר 257,צלחות,,0.0,2,2,101.72,114.2,
2339,41451100LPR,צ.ב קד מזדה 2 עד 14 קוטר 257,צלחות,,0.0,16,16,967.36,989.12,
2340,41451111LONGKOU,צ.ב קד מזדה 2 15+ קוטר 258,צלחות,,0.0,8,8,197.36,224.0,
2341,41451114LONGKOU,צ.ב אח מזדה 2 15+ קוטר 255,צלחות,,0.0,44,44,780.12,1042.8,
2342,41451115LONGKOU,צ.ב קד לנטיס 1.8 99+/לנטיס 1.6 02+/טריסר קוטר 257,צלחות,,6.86,20,20,486.0,532.0,
2343,41451202LPR,צ.ב קד מזדה 3 1.6 עד 12/מזדה 5 קוטר 276,צלחות,,0.0,-2,-2,-172.94,-180.0,
